ID	genbank name	AHRD name
CNAG_04462	F-box protein 9	F-box only protein 9
CNAG_04463	hypothetical protein	Mediator of RNA polymerase II transcription subunit 10
CNAG_04465	small nuclear ribonucleoprotein	Protein LUC7
CNAG_04466	hypothetical protein	UPF0061 protein YdiU
CNAG_04467	succinate-semialdehyde dehydrogenase (NADP+)	Aldehyde dehydrogenase
CNAG_04468	tartrate dehydrogenase	3-isopropylmalate dehydrogenase
CNAG_04469	4-aminobutyrate transaminase	Acetylornithine aminotransferase
CNAG_04470	haloacid dehalogenase, type II	(S)-2-haloacid dehalogenase 4A
CNAG_04471	FAD dependent oxidoreductase	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
CNAG_04472	membrane protein	UNC93-like protein 1 UNC93-like protein 2
CNAG_04473	hypothetical protein	Unknown protein
CNAG_04474	monocarboxylic acid transporter	Monocarboxylate transporter 14
CNAG_04475	hypothetical protein	Probable phosphatase C513.02
CNAG_04476	hypothetical protein	Unknown protein
CNAG_04478	hypothetical protein	Unknown protein
CNAG_04479	hypothetical protein	Unknown protein
CNAG_04484	hypothetical protein	General vesicular transport factor p115
CNAG_04485	long-chain acyl-CoA synthetase	4-coumarate--CoA ligase-like 6
CNAG_04486	hypothetical protein	Unknown protein
CNAG_04487	transcription regulator	Methyltransferase-like protein 14
CNAG_04488	3-ketoacyl-CoA reductase	Very-long-chain 3-oxoacyl-CoA reductase
CNAG_04492	hypothetical protein	Unknown protein
CNAG_04493	ubiquitin carboxyl-terminal hydrolase 48	Ubiquitin carboxyl-terminal hydrolase 48
CNAG_04494	U1 small nuclear ribonucleoprotein C	U1 small nuclear ribonucleoprotein C
CNAG_04495	hypothetical protein	Unknown protein
CNAG_04496	rab GTPase activator	TBC1 domain family member 2B
CNAG_04497	hypothetical protein	High-osmolarity-induced transcription protein 1
CNAG_04498	alpha-1,2-mannosidase	Uncharacterized glycosidase Rv0584
CNAG_04499	clathrin light chain	Clathrin light chain
CNAG_04500	hypothetical protein	Unknown protein
CNAG_04501	anthranilate synthase/indole-3-glycerol phosphate synthase/phosphoribosylanthranilate isomerase	Indole-3-glycerol phosphate synthase
CNAG_04502	hypothetical protein	Uncharacterized zinc metalloprotease C44B7.11
CNAG_04503	hypothetical protein	Unknown protein
CNAG_04504	hypothetical protein	Unknown protein
CNAG_04505	guanine nucleotide-binding protein subunit alpha	Guanine nucleotide-binding protein subunit alpha Guanine nucleotide-binding protein subunit alpha
CNAG_04506	hypothetical protein	Unknown protein
CNAG_04507	hypothetical protein	Unknown protein
CNAG_04508	hypothetical protein	Beta-etherase
CNAG_04509	hypothetical protein	Unknown protein
CNAG_04510	vacuolar protein-sorting-associated protein 4	ATP-dependent zinc metalloprotease FtsH
CNAG_04511	hypothetical protein	Unknown protein
CNAG_04512	hypothetical protein	Transcription factor SPT20 homolog-like 1
CNAG_04513	DNA-directed RNA polymerase III subunit RPC2	DNA-directed RNA polymerase subunit beta
CNAG_04514	CMGC/MAPK protein kinase	Mitogen-activated protein kinase 14
CNAG_04515	hypothetical protein	Unknown protein
CNAG_04516	WSC domain-containing protein	Putative fungistatic metabolite
CNAG_04517	hypothetical protein	Unknown protein
CNAG_04518	hypothetical protein	Krueppel-like factor 11
CNAG_04519	D-serine dehydratase	D-serine dehydratase
CNAG_04520	D-aminoacylase	N-acyl-D-glutamate deacylase
CNAG_04521	oxidoreductase	Apoptosis-inducing factor homolog A
CNAG_04522	hypothetical protein	Unknown protein
CNAG_04523	glyceraldehyde-3-phosphate dehydrogenase, type I	Glyceraldehyde-3-phosphate dehydrogenase 1
CNAG_04524	zinc metalloprotease	Disintegrin and metalloproteinase domain-containing protein B
CNAG_04525	glycosylphosphatidylinositol transamidase	GPI transamidase component GAA1
CNAG_04526	hypothetical protein	Unknown protein
CNAG_04527	hypothetical protein	mRNA export factor rsm1
CNAG_04528	hypothetical protein	Unknown protein
CNAG_04529	cytochrome c oxidase-assembly factor COX16	Cytochrome c oxidase assembly protein COX16, mitochondrial
CNAG_04530	DNA-binding protein	UBX domain-containing protein 1
CNAG_04531	enoyl-CoA hydratase	Fatty acid oxidation complex subunit alpha
CNAG_04534	hypothetical protein	Uncharacterized transcriptional regulatory protein C530.08
CNAG_04535	tartrate dehydrogenase	3-isopropylmalate dehydrogenase
CNAG_04536	nicotinamide mononucleotide permease	Probable glucarate transporter
CNAG_04537	hypothetical protein	Unknown protein
CNAG_04538	ubiquitin-like modifier-activating enzyme ATG7	Ubiquitin-like modifier-activating enzyme ATG7
CNAG_04539	mitochondrial protein required for respiration	Surfeit locus protein 1
CNAG_04540	translocation protein SEC62	Translocation protein SEC62
CNAG_04541	cleavage stimulation factor subunit 2	Probable RNA-binding protein 23
CNAG_04544	hypothetical protein	Unknown protein
CNAG_04545	CTD kinase subunit gamma	CTD kinase subunit gamma
CNAG_04546	multidrug transporter	Probable drug/proton antiporter YHK8
CNAG_04548	hypothetical protein	ATP-dependent DNA helicase tlh1
CNAG_04551	hypothetical protein	ATP-dependent DNA helicase tlh1
CNAG_04552	hypothetical protein	Solute carrier family 2, facilitated glucose transporter member 8
CNAG_04553	hypothetical protein	3-hydroxyacyl-CoA dehydrogenase type-2
CNAG_04556	translocation protein SEC62	Translocation protein SEC62
CNAG_04557	cleavage stimulation factor subunit 2	Cleavage stimulation factor subunit 2
CNAG_04558	hypothetical protein	Unknown protein
CNAG_04561	monooxygenase	Dimethylaniline monooxygenase [N-oxide-forming] 2
CNAG_04562	hypothetical protein	Unknown protein
CNAG_04563	fungal specific transcription factor	Unknown protein
CNAG_04564	phytanoyl-CoA dioxygenase	Unknown protein
CNAG_04565	hypothetical protein	Unknown protein
CNAG_04566	beta-flanking protein	Unknown protein
CNAG_04567	drug transporter	Polyamine transporter 2
CNAG_04570	hypothetical protein	Lupus La protein
CNAG_04571	dimethyladenosine transferase	Ribosomal RNA small subunit methyltransferase A
CNAG_04574	dolichyl-phosphate mannosyltransferase polypeptide 2, regulatory subunit	Dolichol phosphate-mannose biosynthesis regulatory protein
CNAG_04575	G2/mitotic-specific cyclin 1/2	Cyclin-B2-1
CNAG_04576	hypothetical protein	Unknown protein
CNAG_04577	nucleoside-diphosphate kinase	Nucleoside diphosphate kinase
CNAG_04579	alpha-1,2-mannosyltransferase	GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase
CNAG_04580	RNA helicase	DEAD-box ATP-dependent RNA helicase 49
CNAG_04581	hypothetical protein	Unknown protein
CNAG_04582	hypothetical protein	Unknown protein
CNAG_04583	hypothetical protein	Bromodomain adjacent to zinc finger domain protein 1A
CNAG_04584	poly(rC)-binding protein 2/3/4	Poly(rC)-binding protein 4
CNAG_04585	hypothetical protein	Unknown protein
CNAG_04586	LIM-homeobox protein	Homeobox protein HD-10
CNAG_04587	hypothetical protein	Unknown protein
CNAG_04588	hypothetical protein	Transcription activator of gluconeogenesis ERT1
CNAG_04589	hypothetical protein	Unknown protein
CNAG_04590	hypothetical protein	Unknown protein
CNAG_04591	hypothetical protein	Unknown protein
CNAG_04592	hypothetical protein	Unknown protein
CNAG_04593	hypothetical protein	Unknown protein
CNAG_04594	hypothetical protein	Transcriptional regulatory protein pro-1
CNAG_04595	hypothetical protein	Unknown protein
CNAG_04596	prolyl endopeptidase	Prolyl endopeptidase
CNAG_04597	hypothetical protein	Unknown protein
CNAG_04598	hypothetical protein	Unknown protein
CNAG_04599	3-methyl-2-oxobutanoate hydroxymethyltransferase	3-methyl-2-oxobutanoate hydroxymethyltransferase
CNAG_04600	DNA topoisomerase III	DNA topoisomerase 3
CNAG_04601	glycine hydroxymethyltransferase	Serine hydroxymethyltransferase
CNAG_04602	hypothetical protein	Unknown protein
CNAG_04603	replication fork protection complex subunit Csm3/Swi3	Chromosome segregation in meiosis protein 3
CNAG_04604	tryptophan-tRNA ligase	Tryptophan--tRNA ligase
CNAG_04605	sterol-4alpha-carboxylate 3-dehydrogenase (decarboxylating)	3 beta-hydroxysteroid dehydrogenase type 7
CNAG_04606	hypothetical protein	Unknown protein
CNAG_04607	hypothetical protein	Unknown protein
CNAG_04608	signal peptidase I	Signal peptidase complex catalytic subunit SEC11
CNAG_04609	argonaute	Protein argonaute-2
CNAG_04610	hypothetical protein	Unknown protein
CNAG_04611	ubiquitin-conjugating enzyme E2 H	Ubiquitin-conjugating enzyme E2 5
CNAG_04612	hypothetical protein	NADH-ubiquinone oxidoreductase 21.3 kDa subunit
CNAG_04613	ATP-binding cassette, subfamily F, member 3	Zinc import ATP-binding protein ZnuC
CNAG_04614	hypothetical protein	Unknown protein
CNAG_04615	L-aminoadipate-semialdehyde dehydrogenase	Fatty acyl-CoA reductase 1
CNAG_04616	hypothetical protein	Putative tartrate transporter
CNAG_04617	OPT family small oligopeptide transporter	Oligopeptide transporter 2
CNAG_04618	hypothetical protein	Transcriptional regulatory protein pro-1
CNAG_04619	prolyl oligopeptidase	Prolyl endopeptidase
CNAG_04620	hypothetical protein	Unknown protein
CNAG_04621	glycogen(starch) synthase	Glycogen [starch] synthase
CNAG_04622	endoplasmic reticulum protein	Uncharacterized endoplasmic reticulum membrane protein YJR015W
CNAG_04623	hypothetical protein	Unknown protein
CNAG_04625	cerevisin	Subtilisin-like protease 8
CNAG_04626	hypothetical protein	Unknown protein
CNAG_04627	COP9 signalosome complex subunit 12	PCI domain-containing protein 2
CNAG_04628	translation initiation factor 6	Eukaryotic translation initiation factor 6
CNAG_04629	Mob1 family protein	MOB kinase activator-like 4
CNAG_04630	hypothetical protein	Unknown protein
CNAG_04631	ribitol kinase	Glycerol kinase
CNAG_04632	uracil permease	Allantoin permease
CNAG_04633	hypothetical protein	Unknown protein
CNAG_04634	hypothetical protein	Unknown protein
CNAG_04635	endopeptidase	Aspartic protease
CNAG_04636	metacaspase-1	Metacaspase-1
CNAG_04637	multiprotein-bridging factor 1	Multiprotein-bridging factor 1 Multiprotein-bridging factor 1
CNAG_04638	hypothetical protein	Polyadenylate-binding protein, cytoplasmic and nuclear
CNAG_04639	hypothetical protein	Rab guanine nucleotide exchange factor SEC2
CNAG_04640	ATP-citrate synthase subunit 1	Succinyl-CoA ligase [ADP-forming] subunit alpha 1
CNAG_04641	general transcription factor 3C polypeptide 3 (transcription factor C subunit 4)	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit
CNAG_04642	tetraspanin Tsp2	Unknown protein
CNAG_04646	hypothetical protein	Unknown protein
CNAG_04647	glutathione synthetase	Glutathione synthetase
CNAG_04648	sister chromatid cohesion protein PDS5	Sister chromatid cohesion protein pds5
CNAG_04649	peptide alpha-N-acetyltransferase	N-alpha-acetyltransferase 30
CNAG_04650	actin-like protein ARP6	Actin
CNAG_04651	hypothetical protein	Surfeit locus protein 4 homolog
CNAG_04652	enoyl reductase	Alcohol dehydrogenase 2
CNAG_04653	hypothetical protein	Unknown protein
CNAG_04654	UNC-50 family protein	Protein unc-50 homolog
CNAG_04655	rab family protein	Ras-related protein Rab-5A
CNAG_04656	arginine-tRNA-protein transferase	Arginyl-tRNA--protein transferase 1
CNAG_04657	short-chain dehydrogenase	Unknown protein
CNAG_04658	hypothetical protein	Unknown protein
CNAG_04659	pyruvate decarboxylase	Pyruvate decarboxylase
CNAG_04662	chromosome transmission fidelity protein 4	Probable cytosolic iron-sulfur protein assembly protein ciao1-B
CNAG_04663	hypothetical protein	Unknown protein
CNAG_04664	large subunit ribosomal protein L37	54S ribosomal protein L37, mitochondrial
CNAG_04665	hypothetical protein	Unknown protein
CNAG_04666	26S protease regulatory subunit 8	ATP-dependent zinc metalloprotease FtsH 2
CNAG_04667	hypothetical protein	L antigen family member 3
CNAG_04668	ubiquitin-conjugating enzyme E2 M	Ubiquitin-conjugating enzyme E2 D4
CNAG_04669	mitochondrial matrix protein import protein	Mitochondrial translocator assembly and maintenance protein 41 homolog
CNAG_04670	hypothetical protein	Nuclear pore complex protein Nup54
CNAG_04671	hypothetical protein	Xenotropic and polytropic retrovirus receptor 1 homolog
CNAG_04673	NAD dependent epimerase/dehydratase	Uncharacterized protein C757.02c
CNAG_04674	transcriptional adapter 3	Transcriptional adapter 3
CNAG_04675	hypothetical protein	Unknown protein
CNAG_04676	6-phosphofructokinase	6-phosphofructokinase
CNAG_04677	xylitol dehydrogenase	L-threonine 3-dehydrogenase L-threonine 3-dehydrogenase L-threonine 3-dehydrogenase
CNAG_04678	AGC/Akt protein kinase	Protein kinase C
CNAG_04679	histone deacetylase complex subunit	Histone deacetylase complex subunit SAP18
CNAG_04680	hypothetical protein	Unknown protein
CNAG_04681	hypothetical protein	Unknown protein
CNAG_04682	DNA replication complex GINS protein PSF3	DNA replication complex GINS protein PSF3 DNA replication complex GINS protein PSF3
CNAG_04683	hypothetical protein	Unknown protein
CNAG_04684	protein transporter SEC23	Protein transport protein SEC23 Protein transport protein SEC23
CNAG_04686	hypothetical protein	Putative RNA polymerase II subunit B1 CTD phosphatase rpap2
CNAG_04687	stearoyl-CoA desaturase (delta-9 desaturase)	Acyl-CoA desaturase
CNAG_04688	acyl-CoA dehydrogenase	Acyl-CoA dehydrogenase family member 10
CNAG_04689	hypothetical protein	Unknown protein
CNAG_04690	acylpyruvate hydrolase	Fumarylacetoacetate hydrolase domain-containing protein 2A
CNAG_04691	hypothetical protein	Unknown protein
CNAG_04692	thymidylate synthase	Thymidylate synthase
CNAG_04693	hypothetical protein	Target of rapamycin complex 2 subunit MAPKAP1
CNAG_04694	periodic tryptophan protein 1	Histone-binding protein RBBP7
CNAG_04695	hypothetical protein	Unknown protein
CNAG_04696	DNA clamp loader	Origin recognition complex subunit 1
CNAG_04697	zinc finger protein	Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 2
CNAG_04698	cytoplasmic protein	Protein PBDC1 homolog
CNAG_04699	microfibrillar-associated protein 1	Microfibrillar-associated protein 1
CNAG_04700	hypothetical protein	Pentatricopeptide repeat-containing protein
CNAG_04701	hypothetical protein	Unknown protein
CNAG_04702	hypothetical protein	Mediator of RNA polymerase II transcription subunit 12
CNAG_04703	DNA clamp loader	Origin recognition complex subunit 1
CNAG_04704	MFS transporter, SHS family, lactate transporter	Putative sialic acid transporter
CNAG_04705	hypothetical protein	3-O-alpha-D-mannopyranosyl-alpha-D-mannopyranose xylosylphosphotransferase
CNAG_04707	hypothetical protein	Unknown protein
CNAG_04708	hypothetical protein	Baculoviral IAP repeat-containing protein 1e
CNAG_04709	hypothetical protein	39S ribosomal protein L23, mitochondrial
CNAG_04710	hypothetical protein	Magnesium transporter NIPA2
CNAG_04711	hypothetical protein	Unknown protein
CNAG_04712	solute carrier family 25 (mitochondrial dicarboxylate transporter), member 10	Kidney mitochondrial carrier protein 1
CNAG_04713	citrate lyase subunit beta-like protein	Citrate lyase subunit beta
CNAG_04714	MFS multidrug transporter protein	Uncharacterized MFS-type transporter C409.08
CNAG_04715	oligosaccharyltransferase complex subunit alpha (ribophorin I)	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1A
CNAG_04716	KH domain-containing protein	UPF0469 protein KIAA0907 homolog
CNAG_04717	hypothetical protein	Unknown protein
CNAG_04718	hypothetical protein	Uncharacterized Nudix hydrolase NudL
CNAG_04719	solute carrier family 41	Solute carrier family 41 member 2
CNAG_04720	GTPase activating protein	TBC domain-containing protein C215.01
CNAG_04721	hypothetical protein	mRNA-decapping enzyme-like protein
CNAG_04723	hypothetical protein	UPF0656 protein C926.02
CNAG_04724	ubiquitin-protein ligase E3 C	E3 ubiquitin-protein ligase Su(dx)
CNAG_04725	hypothetical protein	Unknown protein
CNAG_04726	large subunit ribosomal protein L18Ae	60S ribosomal protein L18a
CNAG_04727	hypothetical protein	Unknown protein
CNAG_04728	DNA-directed RNA polymerase III subunit RPC8	DNA-directed RNA polymerase III subunit rpc8
CNAG_04729	ATP-dependent RNA helicase DBP7	ATP-dependent RNA helicase has1
CNAG_04730	hypothetical protein	Unknown protein
CNAG_04731	hypothetical protein	Uncharacterized Nudix hydrolase NudL
CNAG_04732	hypothetical protein	Uncharacterized Nudix hydrolase NudL
CNAG_04733	DNA repair protein RAD5	Putative DNA helicase ino80
CNAG_04734	mitochondrial ornithine carrier protein	Mitochondrial substrate carrier family protein G
CNAG_04735	extracellular elastinolytic metalloproteinase	Extracellular metalloproteinase 2
CNAG_04736	hypothetical protein	Unknown protein
CNAG_04737	hypothetical protein	Iron(II)-dependent oxidoreductase EgtB
CNAG_04738	fimbrin	Alpha-actinin-like protein 1
CNAG_04739	cytochrome c oxidase assembly protein COX19	Cytochrome c oxidase assembly protein COX19 Cytochrome c oxidase assembly protein COX19
CNAG_04740	hypothetical protein	Protein STB6
CNAG_04741	endosome protein	Protein ssh4
CNAG_04742	DNA primase large subunit	DNA primase large subunit
CNAG_04743	oligosaccharyltransferase complex subunit beta	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit
CNAG_04744	mannose-6-phosphate isomerase, class I	Mannose-6-phosphate isomerase
CNAG_04745	hypothetical protein	Nucleoporin gle1
CNAG_04746	hypothetical protein	Nuclear control of ATPase protein 2
CNAG_04747	hypothetical protein	Unknown protein
CNAG_04748	protein OS-9	Endoplasmic reticulum lectin 1
CNAG_04749	hypothetical protein	Unknown protein
CNAG_04750	hypothetical protein	Unknown protein
CNAG_04751	hypothetical protein	Unknown protein
CNAG_04752	hypothetical protein	Unknown protein
CNAG_04753	gluconolactonase	Gluconolactonase
CNAG_04755	STE/STE11/BCK1 protein kinase	Serine/threonine-protein kinase 4
CNAG_04756	hypothetical protein	Unknown protein
CNAG_04757	mitochondrial protein	Acyl-coenzyme A thioesterase THEM4
CNAG_04758	amt family ammonium transporter	Ammonium transporter 1
CNAG_04759	hypothetical protein	Unknown protein
CNAG_04760	cytoplasmic protein	Unknown protein
CNAG_04761	Ras family protein	Ras-like protein 3
CNAG_04762	large subunit ribosomal protein L4e	60S ribosomal protein L4-B
CNAG_04763	dolichyl-phosphate-mannose-protein mannosyltransferase	Dolichyl-phosphate-mannose--protein mannosyltransferase 2
CNAG_04764	dihydrofolate reductase	Dihydrofolate reductase
CNAG_04765	arp2/3 complex 21 kda subunit	Actin-related protein 2/3 complex subunit 3
CNAG_04766	hypothetical protein	Unknown protein
CNAG_04767	hypothetical protein	UPF0695 membrane protein YOR390W
CNAG_04768	hypothetical protein	Uncharacterized transcriptional regulatory protein C1773.12
CNAG_04769	hypothetical protein	Constitutive coactivator of peroxisome proliferator-activated receptor gamma
CNAG_04770	nucleolar essential protein 1	Ribosomal RNA small subunit methyltransferase NEP1
CNAG_04771	rab family protein	GTP-binding protein yptV4
CNAG_04772	hypothetical protein	Protein MEI2-like 2
CNAG_04773	hypothetical protein	Unknown protein
CNAG_04774	nuclear protein	Uncharacterized transcriptional regulatory protein C3C7.04
CNAG_04775	hypothetical protein	UPF0651 protein P31B10.02, mitochondrial
CNAG_04776	homoserine dehydrogenase	Bifunctional aspartokinase/homoserine dehydrogenase
CNAG_04777	S-adenosylmethionine-dependent methyltransferase	Methyltransferase-like protein 2
CNAG_04781	hypothetical protein	Unknown protein
CNAG_04782	hypothetical protein	Probable inactive purple acid phosphatase 29
CNAG_04783	monosaccharide transporter	Solute carrier family 2, facilitated glucose transporter member 3
CNAG_04784	monosaccharide transporter	Solute carrier family 2, facilitated glucose transporter member 3
CNAG_04785	hypothetical protein	Unknown protein
CNAG_04786	hypothetical protein	Transcriptional regulatory protein rxt3
CNAG_04787	membrane protein	Unknown protein
CNAG_04788	hypothetical protein	Unknown protein
CNAG_04789	hypothetical protein	Unknown protein
CNAG_04790	hypothetical protein	Unknown protein
CNAG_04791	hypothetical protein	Unknown protein
CNAG_04792	phosphatidylserine decarboxylase	Phosphatidylserine decarboxylase proenzyme
CNAG_04793	hypothetical protein	Unknown protein
CNAG_04794	spermine transporter	Polyamine transporter 3
CNAG_04795	adenine nucleotide transporter	Peroxisomal adenine nucleotide carrier 1
CNAG_04796	serine/threonine-protein phosphatase 2B catalytic subunit A1	Serine/threonine-protein phosphatase 2B catalytic subunit A1
CNAG_04797	signal recognition particle subunit SRP19	Signal recognition particle 19 kDa protein
CNAG_04798	regulatory protein cys-3	Transcription factor zip1
CNAG_04799	large subunit ribosomal protein L14e	60S ribosomal protein L14-B
CNAG_04800	phenylalanine-tRNA ligase, alpha subunit	Phenylalanine--tRNA ligase alpha subunit
CNAG_04801	hypothetical protein	Unknown protein
CNAG_04802	ribosomal RNA-processing protein 9	U3 small nucleolar RNA-interacting protein 2
CNAG_04803	protein transporter SEC31	Protein transport protein SEC31
CNAG_04804	hypothetical protein	Sterol regulatory element-binding protein 1
CNAG_04805	peptidyl-prolyl isomerase CWC27	Peptidyl-prolyl cis-trans isomerase-like 1
CNAG_04806	golgi phosphoprotein 3	Golgi phosphoprotein 3-like
CNAG_04807	hypothetical protein	Probable transcriptional regulatory protein STB4
CNAG_04808	XPG N-terminal domain-containing protein	Flap endonuclease 1
CNAG_04809	COP9 signalosome complex subunit 5	COP9 signalosome complex subunit 5 COP9 signalosome complex subunit 5
CNAG_04810	hypothetical protein	Unknown protein
CNAG_04813	V-type ATPase, C subunit	Probable V-type proton ATPase 20 kDa proteolipid subunit
CNAG_04814	hypothetical protein	Trafficking protein particle complex subunit 2
CNAG_04815	cytokinesis protein	Formin-A
CNAG_04816	hypothetical protein	Ubiquitin-like protein 3
CNAG_04817	hypothetical protein	BolA-like protein 1
CNAG_04818	hypothetical protein	Monocarboxylate transporter 12
CNAG_04819	hypothetical protein	Unknown protein
CNAG_04820	hypothetical protein	Uncharacterized J domain-containing protein C2E1P5.03
CNAG_04821	PAB-dependent poly(A)-specific ribonuclease subunit PAN3	PAB-dependent poly(A)-specific ribonuclease subunit PAN3
CNAG_04822	deoxyhypusine synthase	Deoxyhypusine synthase
CNAG_04823	peptidyl-prolyl cis-trans isomerase H	Peptidyl-prolyl cis-trans isomerase E
CNAG_04824	mitotic spindle assembly checkpoint protein MAD1	Spindle assembly checkpoint component mad1
CNAG_04825	hypothetical protein	TIP41-like protein
CNAG_04826	homocysteine S-methyltransferase	Homocysteine S-methyltransferase 4
CNAG_04827	hypothetical protein	Unknown protein
CNAG_04828	histone H3	Histone H3 Histone H3
CNAG_04829	hypothetical protein	Zinc finger AN1 and C2H2 domain-containing stress-associated protein 16
CNAG_04830	large subunit ribosomal protein L33	50S ribosomal protein L33
CNAG_04831	hypothetical protein	Unknown protein
CNAG_04832	RalA-binding protein 1	Rho GTPase-activating protein 21
CNAG_04833	hypothetical protein	Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase cnrN
CNAG_04834	MFS transporter	Probable glucarate transporter
CNAG_04835	dihydrodipicolinate synthase	4-hydroxy-tetrahydrodipicolinate synthase
CNAG_04836	nuclear protein	Uncharacterized transcriptional regulatory protein C3C7.04
CNAG_04837	hypothetical protein	Unknown protein
CNAG_04838	hypothetical protein	Sarcolemmal membrane-associated protein
CNAG_04839	exosome complex component MTR3, animal type	Probable exosome complex exonuclease 1
CNAG_04840	small nuclear ribonucleoprotein B and B'	Small nuclear ribonucleoprotein-associated protein B
CNAG_04841	transcriptional regulatory protein	Uncharacterized transcriptional regulatory protein C3C7.04
CNAG_04842	hypothetical protein	Unknown protein
CNAG_04843	Atypical/ABC1/ABC1-B protein kinase	Probable ubiquinone biosynthesis protein UbiB
CNAG_04844	mitochondrial import receptor subunit tom22	Mitochondrial import receptor subunit tom22
CNAG_04845	mannose-P-dolichol utilization defect 1	Mannose-P-dolichol utilization defect 1 protein
CNAG_04846	membrane protein	Uncharacterized transporter YLR152C
CNAG_04847	hypothetical protein	Leucine-rich repeat-containing protein 18
CNAG_04848	mRNA binding protein	Serine/arginine-rich splicing factor 4
CNAG_04849	vacuolar protein	Probable S-acyltransferase
CNAG_04850	hypothetical protein	Unknown protein
CNAG_04851	transitional endoplasmic reticulum ATPase	ATP-dependent zinc metalloprotease FtsH 1
CNAG_04852	7,8-dihydro-8-oxoguanine triphosphatase	7,8-dihydro-8-oxoguanine triphosphatase
CNAG_04853	derlin-2/3	Derlin-1
CNAG_04854	hypothetical protein	Unknown protein
CNAG_04855	hypothetical protein	Unknown protein
CNAG_04857	hypothetical protein	Unknown protein
CNAG_04858	hypothetical protein	Unknown protein
CNAG_04859	rho family protein	GTP-binding RHO-like protein
CNAG_04860	hypothetical protein	3-O-alpha-D-mannopyranosyl-alpha-D-mannopyranose xylosylphosphotransferase
CNAG_04861	transglycosylase SLT domain-containing protein	SPBc2 prophage-derived uncharacterized transglycosylase YomI
CNAG_04862	glutamate synthase (NADPH/NADH)	NAD-dependent dihydropyrimidine dehydrogenase sunbunit PreT
CNAG_04863	ESCRT-II complex subunit VPS25	Vacuolar protein-sorting-associated protein 25
CNAG_04864	iron regulator 1	Iron-sensing transcription factor 1
CNAG_04865	mannitol dehydrogenase	Unknown protein
CNAG_04866	NAD-dependent histone deacetylase SIR2	NAD-dependent histone deacetylase Sir2
CNAG_04867	vacuolar protein	Uncharacterized vacuolar membrane protein YJR054W
CNAG_04868	cytoplasmic protein	Diphthine--ammonia ligase
CNAG_04869	carboxylesterase	Acetylcholinesterase
CNAG_04870	hypothetical protein	Unknown protein
CNAG_04871	hypothetical protein	Unknown protein
CNAG_04872	mitochondrial protein	Sideroflexin
CNAG_04873	hypothetical protein	Unknown protein
CNAG_04874	hypothetical protein	Probable endo-1,3(4)-beta-glucanase
CNAG_04875	hypothetical protein	Unknown protein
CNAG_04876	endo-1,3(4)-beta-glucanase	Probable endo-1,3(4)-beta-glucanase
CNAG_04877	hypothetical protein	Unknown protein
CNAG_04878	hypothetical protein	Unknown protein
CNAG_04879	glycogen debranching enzyme	Glycogen debranching enzyme
CNAG_04880	hypothetical protein	Unknown protein
CNAG_04882	hypothetical protein	Unknown protein
CNAG_04883	small subunit ribosomal protein S18	30S ribosomal protein S13
CNAG_04884	large subunit ribosomal protein L44	60S ribosomal protein L44 Q
CNAG_04885	hypothetical protein	Unknown protein
CNAG_04886	hypothetical protein	Unknown protein
CNAG_04887	hypothetical protein	Unknown protein
CNAG_04888	hypothetical protein	Unknown protein
CNAG_04889	hypothetical protein	Unknown protein
CNAG_04890	hypothetical protein	Myosin-2
CNAG_04891	hypothetical protein	Unknown protein
CNAG_04892	hypothetical protein	Unknown protein
CNAG_04893	hypothetical protein	Unknown protein
CNAG_04894	hypothetical protein	Unknown protein
CNAG_04895	nuclear protein	Uncharacterized transcriptional regulatory protein C1F7.11c
CNAG_04896	tyrosine-tRNA ligase	Tyrosine--tRNA ligase
CNAG_04897	hypothetical protein	Unknown protein
CNAG_04898	MFS transporter	Uncharacterized MFS-type transporter C1683.03c
CNAG_04899	cytoplasmic protein	COBW domain-containing protein 1
CNAG_04900	WD40 repeat protein Ciao1	Probable cytosolic iron-sulfur protein assembly protein 1
CNAG_04901	hypothetical protein	Unknown protein
CNAG_04902	SEL1 protein	Protein sel-1 homolog 2
CNAG_04903	hypothetical protein	Unknown protein
CNAG_04904	clathrin heavy chain	Clathrin heavy chain 1
CNAG_04905	tRNA (uracil-5-)-methyltransferase	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD
CNAG_04906	26S protease regulatory subunit 10B	ATP-dependent zinc metalloprotease FtsH
CNAG_04907	hypothetical protein	Unknown protein
CNAG_04908	hypothetical protein	Unknown protein
CNAG_04909	serine carboxypeptidase-like 33	Carboxypeptidase Y homolog A
CNAG_04911	hypothetical protein	Unknown protein
CNAG_04912	hypothetical protein	Unknown protein
CNAG_04913	syntaxin 5	Syntaxin-5
CNAG_04914	small nuclear ribonucleoprotein G	Small nuclear ribonucleoprotein G
CNAG_04915	hypothetical protein	Unknown protein
CNAG_04916	hypothetical protein	Transcription activator of gluconeogenesis ERT1-2
