[Gene ID]	[source_id]	[Genomic Location (Gene)]	[Product Description]	
CNAG_04471	CNAG_04471-t26_1	CP003828.1:947,215..949,460(-)	FAD dependent oxidoreductase	
CNAG_04472	CNAG_04472-t26_1	CP003828.1:949,675..951,854(+)	membrane protein	
CNAG_04473	CNAG_04473-t26_1	CP003828.1:952,419..955,936(+)	hypothetical protein	
CNAG_04474	CNAG_04474-t26_1	CP003828.1:956,282..958,615(-)	monocarboxylic acid transporter	
CNAG_04475	CNAG_04475-t26_1	CP003828.1:958,662..961,352(+)	hypothetical protein, hypothetical protein, variant 1, hypothetical protein, variant 2	
CNAG_04475	CNAG_04475-t26_2	CP003828.1:958,662..961,352(+)	hypothetical protein, hypothetical protein, variant 1, hypothetical protein, variant 2	
CNAG_04475	CNAG_04475-t26_3	CP003828.1:958,662..961,352(+)	hypothetical protein, hypothetical protein, variant 1, hypothetical protein, variant 2	
CNAG_04476	CNAG_04476-t26_1	CP003828.1:960,287..963,440(-)	hypothetical protein, hypothetical protein, variant	
CNAG_04476	CNAG_04476-t26_2	CP003828.1:960,287..963,440(-)	hypothetical protein, hypothetical protein, variant	
CNAG_04478	CNAG_04478-t26_1	CP003828.1:967,691..971,401(-)	hypothetical protein	
CNAG_04479	CNAG_04479-t26_1	CP003828.1:971,528..973,300(+)	hypothetical protein	
CNAG_04484	CNAG_04484-t26_1	CP003828.1:983,076..986,906(+)	hypothetical protein	
CNAG_04485	CNAG_04485-t26_1	CP003828.1:986,643..989,641(-)	long-chain acyl-CoA synthetase	
CNAG_04486	CNAG_04486-t26_1	CP003828.1:989,734..991,669(+)	hypothetical protein	
CNAG_04487	CNAG_04487-t26_1	CP003828.1:991,574..993,596(-)	transcription regulator	
CNAG_04488	CNAG_04488-t26_1	CP003828.1:993,757..995,549(+)	3-ketoacyl-CoA reductase	
CNAG_04492	CNAG_04492-t26_1	CP003828.1:1,000,069..1,002,812(+)	hypothetical protein	
CNAG_04493	CNAG_04493-t26_1	CP003828.1:1,003,189..1,006,986(-)	ubiquitin carboxyl-terminal hydrolase 48, ubiquitin carboxyl-terminal hydrolase 48, variant	
CNAG_04493	CNAG_04493-t26_2	CP003828.1:1,003,189..1,006,986(-)	ubiquitin carboxyl-terminal hydrolase 48, ubiquitin carboxyl-terminal hydrolase 48, variant	
CNAG_04494	CNAG_04494-t26_1	CP003828.1:1,007,166..1,008,248(+)	U1 small nuclear ribonucleoprotein C	
CNAG_04495	CNAG_04495-t26_1	CP003828.1:1,008,261..1,009,953(+)	hypothetical protein	
CNAG_04496	CNAG_04496-t26_1	CP003828.1:1,010,255..1,014,153(+)	rab GTPase activator	
CNAG_04497	CNAG_04497-t26_1	CP003828.1:1,014,417..1,015,958(+)	hypothetical protein	
CNAG_04498	CNAG_04498-t26_1	CP003828.1:1,015,820..1,019,613(-)	alpha-1,2-mannosidase	
CNAG_04499	CNAG_04499-t26_1	CP003828.1:1,019,952..1,021,642(-)	clathrin light chain	
CNAG_04500	CNAG_04500-t26_1	CP003828.1:1,021,748..1,024,195(+)	hypothetical protein	
CNAG_04501	CNAG_04501-t26_1	CP003828.1:1,023,317..1,026,605(-)	phosphoribosylanthranilate isomerase	
CNAG_04502	CNAG_04502-t26_1	CP003828.1:1,026,945..1,030,792(-)	hypothetical protein	
CNAG_04503	CNAG_04503-t26_1	CP003828.1:1,030,974..1,031,975(+)	hypothetical protein	
CNAG_04504	CNAG_04504-t26_1	CP003828.1:1,032,690..1,035,071(-)	hypothetical protein, hypothetical protein, variant	
CNAG_04504	CNAG_04504-t26_2	CP003828.1:1,032,690..1,035,071(-)	hypothetical protein, hypothetical protein, variant	
CNAG_04505	CNAG_04505-t26_1	CP003828.1:1,035,860..1,039,071(-)	guanine nucleotide-binding protein subunit alpha	
CNAG_04506	CNAG_04506-t26_1	CP003828.1:1,041,566..1,043,142(-)	hypothetical protein	
CNAG_04507	CNAG_04507-t26_1	CP003828.1:1,043,333..1,046,057(-)	hypothetical protein	
CNAG_04508	CNAG_04508-t26_1	CP003828.1:1,046,218..1,048,027(+)	hypothetical protein	
CNAG_04509	CNAG_04509-t26_1	CP003828.1:1,047,892..1,049,395(-)	hypothetical protein	
CNAG_04510	CNAG_04510-t26_1	CP003828.1:1,049,586..1,051,433(-)	vacuolar protein-sorting-associated protein 4	
CNAG_04511	CNAG_04511-t26_1	CP003828.1:1,051,537..1,052,811(+)	hypothetical protein	
CNAG_04512	CNAG_04512-t26_1	CP003828.1:1,052,855..1,054,344(+)	hypothetical protein	
CNAG_04513	CNAG_04513-t26_1	CP003828.1:1,054,326..1,058,463(-)	DNA-directed RNA polymerase III subunit RPC2	
CNAG_04514	CNAG_04514-t26_1	CP003828.1:1,058,664..1,060,691(+)	mitogen-activated protein kinase	
CNAG_04515	CNAG_04515-t26_1	CP003828.1:1,060,770..1,065,025(+)	hypothetical protein, hypothetical protein, variant	
CNAG_04515	CNAG_04515-t26_2	CP003828.1:1,060,770..1,065,025(+)	hypothetical protein, hypothetical protein, variant	
CNAG_04516	CNAG_04516-t26_1	CP003828.1:1,063,408..1,064,053(-)	WSC domain-containing protein	
CNAG_04517	CNAG_04517-t26_1	CP003828.1:1,064,105..1,065,009(-)	hypothetical protein	
CNAG_04518	CNAG_04518-t26_1	CP003828.1:1,067,078..1,069,993(+)	hypothetical protein	
CNAG_04519	CNAG_04519-t26_1	CP003828.1:1,069,936..1,071,706(-)	D-serine dehydratase	
CNAG_04520	CNAG_04520-t26_1	CP003828.1:1,072,129..1,075,140(-)	D-aminoacylase	
CNAG_04521	CNAG_04521-t26_1	CP003828.1:1,076,374..1,078,599(-)	oxidoreductase	
CNAG_04522	CNAG_04522-t26_1	CP003828.1:1,078,823..1,082,206(-)	hypothetical protein	
CNAG_04523	CNAG_04523-t26_1	CP003828.1:1,082,957..1,084,788(+)	glyceraldehyde-3-phosphate dehydrogenase, type I	
CNAG_04524	CNAG_04524-t26_1	CP003828.1:1,083,826..1,088,786(-)	zinc metalloprotease	
CNAG_04525	CNAG_04525-t26_1	CP003828.1:1,088,971..1,091,324(+)	glycosylphosphatidylinositol transamidase	
CNAG_04526	CNAG_04526-t26_1	CP003828.1:1,091,712..1,093,759(+)	hypothetical protein	
CNAG_04527	CNAG_04527-t26_1	CP003828.1:1,091,384..1,095,134(-)	hypothetical protein	
CNAG_04528	CNAG_04528-t26_1	CP003828.1:1,095,294..1,098,856(+)	hypothetical protein	
CNAG_04529	CNAG_04529-t26_1	CP003828.1:1,098,869..1,099,650(-)	cytochrome c oxidase-assembly factor COX16	
CNAG_04530	CNAG_04530-t26_1	CP003828.1:1,099,730..1,101,612(+)	DNA-binding protein	
CNAG_04531	CNAG_04531-t26_1	CP003828.1:1,101,534..1,102,780(-)	enoyl-CoA hydratase	
CNAG_04534	CNAG_04534-t26_1	CP003828.1:1,106,757..1,110,070(-)	hypothetical protein, hypothetical protein, variant	
CNAG_04534	CNAG_04534-t26_2	CP003828.1:1,106,757..1,110,070(-)	hypothetical protein, hypothetical protein, variant	
CNAG_04535	CNAG_04535-t26_1	CP003828.1:1,110,435..1,112,313(-)	tartrate dehydrogenase	
CNAG_04536	CNAG_04536-t26_1	CP003828.1:1,112,491..1,115,413(+)	nicotinamide mononucleotide permease, nicotinamide mononucleotide permease, variant	
CNAG_04536	CNAG_04536-t26_2	CP003828.1:1,112,491..1,115,413(+)	nicotinamide mononucleotide permease, nicotinamide mononucleotide permease, variant	
CNAG_04537	CNAG_04537-t26_1	CP003828.1:1,115,377..1,117,502(-)	hypothetical protein	
CNAG_04538	CNAG_04538-t26_1	CP003828.1:1,117,527..1,120,281(+)	ubiquitin-like modifier-activating enzyme ATG7	
CNAG_04539	CNAG_04539-t26_1	CP003828.1:1,120,284..1,121,636(+)	mitochondrial protein required for respiration	
CNAG_04540	CNAG_04540-t26_1	CP003828.1:1,121,807..1,123,477(+)	translocation protein SEC62	
CNAG_04541	CNAG_04541-t26_1	CP003828.1:1,123,497..1,125,956(-)	cleavage stimulation factor subunit 2	
CNAG_04544	CNAG_04544-t26_1	CP003828.1:1,126,047..1,127,338(-)	hypothetical protein	
CNAG_04545	CNAG_04545-t26_1	CP003828.1:1,127,384..1,129,331(-)	CTD kinase subunit gamma, CTD kinase subunit gamma, variant	
CNAG_04545	CNAG_04545-t26_2	CP003828.1:1,127,384..1,129,331(-)	CTD kinase subunit gamma, CTD kinase subunit gamma, variant	
CNAG_04546	CNAG_04546-t26_1	CP003828.1:1,129,504..1,132,791(-)	multidrug transporter	
CNAG_04548	CNAG_04548-t26_1	CP003820.1:100..5,645(-)	hypothetical protein	
CNAG_04551	CNAG_04551-t26_1	CP003829.1:1,054,504..1,058,771(+)	hypothetical protein	
CNAG_04552	CNAG_04552-t26_1	CP003829.1:1,048,569..1,051,139(+)	putative inositol transporter	
CNAG_04552	CNAG_04552-t26_2	CP003829.1:1,048,569..1,051,139(+)	putative inositol transporter	
CNAG_04553	CNAG_04553-t26_1	CP003829.1:1,045,485..1,047,678(+)	hypothetical protein	
CNAG_04556	CNAG_04556-t26_1	CP003829.1:1,041,527..1,043,168(-)	translocation protein SEC62	
CNAG_04557	CNAG_04557-t26_1	CP003829.1:1,039,602..1,041,091(+)	cleavage stimulation factor subunit 2	
CNAG_04558	CNAG_04558-t26_1	CP003829.1:1,039,133..1,039,490(+)	hypothetical protein	
CNAG_04561	CNAG_04561-t26_1	CP003829.1:1,029,678..1,033,775(-)	monooxygenase	
CNAG_04562	CNAG_04562-t26_1	CP003829.1:1,028,383..1,029,720(+)	hypothetical protein	
CNAG_04563	CNAG_04563-t26_1	CP003829.1:1,025,944..1,028,188(+)	fungal specific transcription factor	
CNAG_04564	CNAG_04564-t26_1	CP003829.1:1,024,451..1,026,281(-)	phytanoyl-CoA dioxygenase	
CNAG_04565	CNAG_04565-t26_1	CP003829.1:1,022,105..1,023,957(+)	hypothetical protein	
CNAG_04566	CNAG_04566-t26_1	CP003829.1:1,018,631..1,020,502(-)	beta-flanking protein	
CNAG_04567	CNAG_04567-t26_1	CP003829.1:1,015,335..1,018,157(+)	drug transporter	
CNAG_04570	CNAG_04570-t26_1	CP003829.1:1,006,265..1,010,846(-)	hypothetical protein	
CNAG_04571	CNAG_04571-t26_1	CP003829.1:1,004,702..1,006,477(+)	dimethyladenosine transferase	
CNAG_04574	CNAG_04574-t26_1	CP003829.1:995,984..996,799(-)	dolichyl-phosphate mannosyltransferase polypeptide 2, regulatory subunit	
CNAG_04575	CNAG_04575-t26_1	CP003829.1:993,013..996,032(+)	G2/mitotic-specific cyclin 1/2	
CNAG_04576	CNAG_04576-t26_1	CP003829.1:989,006..990,914(-)	hypothetical protein	
CNAG_04577	CNAG_04577-t26_1	CP003829.1:986,939..989,104(+)	nucleoside-diphosphate kinase	
CNAG_04579	CNAG_04579-t26_1	CP003829.1:979,629..982,964(-)	alpha-1,2-mannosyltransferase	
CNAG_04580	CNAG_04580-t26_1	CP003829.1:976,922..981,182(+)	RNA helicase, RNA helicase, variant	
CNAG_04580	CNAG_04580-t26_2	CP003829.1:976,922..981,182(+)	RNA helicase, RNA helicase, variant	
CNAG_04581	CNAG_04581-t26_1	CP003829.1:975,413..976,754(-)	hypothetical protein	
CNAG_04582	CNAG_04582-t26_1	CP003829.1:973,486..975,329(-)	hypothetical protein	
CNAG_04583	CNAG_04583-t26_1	CP003829.1:967,114..971,562(+)	hypothetical protein	
CNAG_04584	CNAG_04584-t26_1	CP003829.1:964,948..966,657(-)	poly(rC)-binding protein 2/3/4	
CNAG_04585	CNAG_04585-t26_1	CP003829.1:963,306..964,931(-)	hypothetical protein	
CNAG_04586	CNAG_04586-t26_1	CP003829.1:957,663..961,518(+)	LIM-homeobox protein, LIM-homeobox protein, variant	
CNAG_04586	CNAG_04586-t26_2	CP003829.1:957,663..961,518(+)	LIM-homeobox protein, LIM-homeobox protein, variant	
CNAG_04587	CNAG_04587-t26_1	CP003829.1:951,008..955,195(-)	hypothetical protein, hypothetical protein, variant	
CNAG_04587	CNAG_04587-t26_2	CP003829.1:951,008..955,195(-)	hypothetical protein, hypothetical protein, variant	
CNAG_04588	CNAG_04588-t26_1	CP003829.1:948,322..951,054(+)	hypothetical protein, hypothetical protein, variant	
CNAG_04588	CNAG_04588-t26_2	CP003829.1:948,322..951,054(+)	hypothetical protein, hypothetical protein, variant	
CNAG_04589	CNAG_04589-t26_1	CP003829.1:946,089..948,098(+)	hypothetical protein	
CNAG_04590	CNAG_04590-t26_1	CP003829.1:943,505..945,585(-)	hypothetical protein	
CNAG_04591	CNAG_04591-t26_1	CP003829.1:942,079..942,599(-)	hypothetical protein	
CNAG_04592	CNAG_04592-t26_1	CP003829.1:941,326..941,781(-)	hypothetical protein	
CNAG_04593	CNAG_04593-t26_1	CP003829.1:940,051..940,783(-)	hypothetical protein	
CNAG_04594	CNAG_04594-t26_1	CP003829.1:936,830..939,691(-)	hypothetical protein	
CNAG_04595	CNAG_04595-t26_1	CP003829.1:935,779..936,877(+)	hypothetical protein	
CNAG_04596	CNAG_04596-t26_1	CP003829.1:932,342..935,603(-)	prolyl endopeptidase, prolyl endopeptidase, variant	
CNAG_04596	CNAG_04596-t26_2	CP003829.1:932,342..935,603(-)	prolyl endopeptidase, prolyl endopeptidase, variant	
CNAG_04597	CNAG_04597-t26_1	CP003829.1:929,313..932,037(-)	hypothetical protein	
CNAG_04598	CNAG_04598-t26_1	CP003829.1:927,229..929,658(+)	hypothetical protein, hypothetical protein, variant	
CNAG_04598	CNAG_04598-t26_2	CP003829.1:927,229..929,658(+)	hypothetical protein, hypothetical protein, variant	
CNAG_04599	CNAG_04599-t26_1	CP003829.1:923,477..926,950(-)	3-methyl-2-oxobutanoate hydroxymethyltransferase	
CNAG_04600	CNAG_04600-t26_1	CP003829.1:918,757..923,531(+)	DNA topoisomerase III	
CNAG_04601	CNAG_04601-t26_1	CP003829.1:915,574..918,258(-)	glycine hydroxymethyltransferase	
CNAG_04602	CNAG_04602-t26_1	CP003829.1:912,845..915,451(-)	hypothetical protein	
CNAG_04603	CNAG_04603-t26_1	CP003829.1:911,185..912,787(+)	replication fork protection complex subunit Csm3/Swi3	
CNAG_04604	CNAG_04604-t26_1	CP003829.1:908,254..910,749(-)	tryptophan-tRNA ligase	
CNAG_04605	CNAG_04605-t26_1	CP003829.1:905,342..907,224(-)	sterol-4alpha-carboxylate 3-dehydrogenase (decarboxylating)	
CNAG_04606	CNAG_04606-t26_1	CP003829.1:903,554..905,551(+)	hypothetical protein	
CNAG_04607	CNAG_04607-t26_1	CP003829.1:902,398..903,469(+)	hypothetical protein	
CNAG_04608	CNAG_04608-t26_1	CP003829.1:900,621..902,250(+)	signal peptidase I	
CNAG_04609	CNAG_04609-t26_1	CP003829.1:894,414..899,149(+)	argonaute protein	
CNAG_04610	CNAG_04610-t26_1	CP003829.1:891,271..893,938(+)	hypothetical protein	
CNAG_04611	CNAG_04611-t26_1	CP003829.1:888,298..889,859(+)	ubiquitin-conjugating enzyme E2 H	
CNAG_04612	CNAG_04612-t26_1	CP003829.1:886,795..888,418(-)	hypothetical protein, hypothetical protein, variant 1, hypothetical protein, variant 2	
CNAG_04612	CNAG_04612-t26_2	CP003829.1:886,795..888,418(-)	hypothetical protein, hypothetical protein, variant 1, hypothetical protein, variant 2	
CNAG_04612	CNAG_04612-t26_3	CP003829.1:886,795..888,418(-)	hypothetical protein, hypothetical protein, variant 1, hypothetical protein, variant 2	
CNAG_04613	CNAG_04613-t26_1	CP003829.1:884,167..886,888(+)	ATP-binding cassette, subfamily F, member 3	
CNAG_04614	CNAG_04614-t26_1	CP003829.1:881,478..883,984(-)	hypothetical protein	
CNAG_04615	CNAG_04615-t26_1	CP003829.1:877,719..881,482(+)	L-aminoadipate-semialdehyde dehydrogenase	
CNAG_04616	CNAG_04616-t26_1	CP003829.1:874,103..877,542(-)	hypothetical protein	
CNAG_04617	CNAG_04617-t26_1	CP003829.1:869,022..872,404(-)	OPT family small oligopeptide transporter	
CNAG_04618	CNAG_04618-t26_1	CP003829.1:865,434..868,670(-)	hypothetical protein, hypothetical protein, variant	
CNAG_04618	CNAG_04618-t26_2	CP003829.1:865,434..868,670(-)	hypothetical protein, hypothetical protein, variant	
CNAG_04619	CNAG_04619-t26_1	CP003829.1:861,441..864,615(-)	prolyl oligopeptidase	
CNAG_04620	CNAG_04620-t26_1	CP003829.1:859,544..860,857(-)	hypothetical protein	
CNAG_04621	CNAG_04621-t26_1	CP003829.1:855,660..859,244(-)	glycogen(starch) synthase, glycogen(starch) synthase, variant	
CNAG_04621	CNAG_04621-t26_2	CP003829.1:855,660..859,244(-)	glycogen(starch) synthase, glycogen(starch) synthase, variant	
CNAG_04622	CNAG_04622-t26_1	CP003829.1:852,378..854,913(-)	endoplasmic reticulum protein	
CNAG_04623	CNAG_04623-t26_1	CP003829.1:850,966..852,517(+)	hypothetical protein	
CNAG_04625	CNAG_04625-t26_1	CP003829.1:848,157..850,490(+)	cerevisin	
CNAG_04626	CNAG_04626-t26_1	CP003829.1:843,440..847,962(-)	hypothetical protein	
CNAG_04627	CNAG_04627-t26_1	CP003829.1:841,619..843,587(+)	COP9 signalosome complex subunit 12	
CNAG_04628	CNAG_04628-t26_1	CP003829.1:839,995..841,277(-)	translation initiation factor 6	
CNAG_04629	CNAG_04629-t26_1	CP003829.1:836,450..839,445(-)	Mob1 family protein	
CNAG_04630	CNAG_04630-t26_1	CP003829.1:832,746..835,947(-)	hypothetical protein	
CNAG_04631	CNAG_04631-t26_1	CP003829.1:829,862..832,532(-)	ribitol kinase	
CNAG_04632	CNAG_04632-t26_1	CP003829.1:827,315..829,994(+)	uracil permease	
CNAG_04633	CNAG_04633-t26_1	CP003829.1:824,007..826,090(+)	hypothetical protein	
CNAG_04634	CNAG_04634-t26_1	CP003829.1:820,076..823,821(+)	hypothetical protein	
CNAG_04635	CNAG_04635-t26_1	CP003829.1:816,843..819,633(+)	endopeptidase	
CNAG_04636	CNAG_04636-t26_1	CP003829.1:812,920..814,845(+)	metacaspase-1	
CNAG_04637	CNAG_04637-t26_1	CP003829.1:811,584..812,623(+)	multiprotein-bridging factor 1	
CNAG_04638	CNAG_04638-t26_1	CP003829.1:807,759..811,426(-)	hypothetical protein	
CNAG_04639	CNAG_04639-t26_1	CP003829.1:803,456..807,625(+)	hypothetical protein	
CNAG_04640	CNAG_04640-t26_1	CP003829.1:797,558..801,913(+)	ATP-citrate synthase subunit 1	
CNAG_04641	CNAG_04641-t26_1	CP003829.1:793,237..797,284(-)	general transcription factor 3C polypeptide 3 (transcription factor C subunit 4)	
CNAG_04642	CNAG_04642-t26_1	CP003829.1:790,512..793,023(-)	tetraspanin Tsp2	
CNAG_04646	CNAG_04646-t26_1	CP003829.1:786,438..787,357(-)	hypothetical protein	
CNAG_04647	CNAG_04647-t26_1	CP003829.1:784,466..786,398(-)	glutathione synthetase	
CNAG_04648	CNAG_04648-t26_1	CP003829.1:778,594..784,297(-)	sister chromatid cohesion protein PDS5	
CNAG_04649	CNAG_04649-t26_1	CP003829.1:777,859..780,034(+)	peptide alpha-N-acetyltransferase	
CNAG_04650	CNAG_04650-t26_1	CP003829.1:775,558..777,692(-)	actin-like protein ARP6	
CNAG_04651	CNAG_04651-t26_1	CP003829.1:773,582..775,419(-)	hypothetical protein	
CNAG_04652	CNAG_04652-t26_1	CP003829.1:771,767..774,025(+)	enoyl reductase	
CNAG_04653	CNAG_04653-t26_1	CP003829.1:770,321..771,544(+)	hypothetical protein	
CNAG_04654	CNAG_04654-t26_1	CP003829.1:768,571..770,118(+)	UNC-50 family protein	
CNAG_04655	CNAG_04655-t26_1	CP003829.1:763,759..768,387(+)	rab family protein	
CNAG_04656	CNAG_04656-t26_1	CP003829.1:761,283..763,510(+)	arginine-tRNA-protein transferase, arginine-tRNA-protein transferase, variant	
CNAG_04656	CNAG_04656-t26_2	CP003829.1:761,283..763,510(+)	arginine-tRNA-protein transferase, arginine-tRNA-protein transferase, variant	
CNAG_04657	CNAG_04657-t26_1	CP003829.1:759,707..760,931(-)	short-chain dehydrogenase	
CNAG_04658	CNAG_04658-t26_1	CP003829.1:757,193..760,053(+)	hypothetical protein	
CNAG_04659	CNAG_04659-t26_1	CP003829.1:754,385..756,982(-)	pyruvate decarboxylase	
CNAG_04662	CNAG_04662-t26_1	CP003829.1:740,436..744,562(+)	chromosome transmission fidelity protein 4	
CNAG_04663	CNAG_04663-t26_1	CP003829.1:738,253..740,302(+)	hypothetical protein	
CNAG_04664	CNAG_04664-t26_1	CP003829.1:736,712..737,998(-)	large subunit ribosomal protein L37	
CNAG_04665	CNAG_04665-t26_1	CP003829.1:736,352..737,308(+)	hypothetical protein	
CNAG_04666	CNAG_04666-t26_1	CP003829.1:734,488..736,236(-)	26S protease regulatory subunit 8	
CNAG_04667	CNAG_04667-t26_1	CP003829.1:733,651..734,543(+)	hypothetical protein	
CNAG_04668	CNAG_04668-t26_1	CP003829.1:732,483..733,999(-)	ubiquitin-conjugating enzyme E2 M	
CNAG_04669	CNAG_04669-t26_1	CP003829.1:731,065..733,562(+)	mitochondrial matrix protein import protein	
CNAG_04670	CNAG_04670-t26_1	CP003829.1:728,875..730,954(-)	hypothetical protein	
CNAG_04671	CNAG_04671-t26_1	CP003829.1:726,739..728,785(-)	hypothetical protein	
CNAG_04673	CNAG_04673-t26_1	CP003829.1:724,893..725,884(+)	NAD dependent epimerase/dehydratase	
CNAG_04674	CNAG_04674-t26_1	CP003829.1:722,013..724,458(-)	transcriptional adapter 3	
CNAG_04675	CNAG_04675-t26_1	CP003829.1:720,936..721,756(-)	hypothetical protein	
CNAG_04676	CNAG_04676-t26_1	CP003829.1:717,241..720,674(-)	6-phosphofructokinase	
CNAG_04677	CNAG_04677-t26_1	CP003829.1:715,546..717,477(+)	xylitol dehydrogenase	
CNAG_04678	CNAG_04678-t26_1	CP003829.1:712,596..715,344(+)	protein kinase	
CNAG_04679	CNAG_04679-t26_1	CP003829.1:711,208..712,471(+)	histone deacetylase complex subunit	
CNAG_04680	CNAG_04680-t26_1	CP003829.1:708,141..711,038(-)	hypothetical protein	
CNAG_04681	CNAG_04681-t26_1	CP003829.1:707,397..710,088(+)	hypothetical protein, hypothetical protein, variant	
CNAG_04681	CNAG_04681-t26_2	CP003829.1:707,397..710,088(+)	hypothetical protein, hypothetical protein, variant	
CNAG_04682	CNAG_04682-t26_1	CP003829.1:706,008..707,244(+)	DNA replication complex GINS protein PSF3	
CNAG_04683	CNAG_04683-t26_1	CP003829.1:704,992..705,854(-)	hypothetical protein	
CNAG_04684	CNAG_04684-t26_1	CP003829.1:701,525..704,943(+)	putative GTPase-activating protein	
CNAG_04686	CNAG_04686-t26_1	CP003829.1:696,888..698,504(-)	hypothetical protein	
CNAG_04687	CNAG_04687-t26_1	CP003829.1:693,987..696,901(+)	stearoyl-CoA desaturase (delta-9 desaturase)	
CNAG_04688	CNAG_04688-t26_1	CP003829.1:691,246..693,610(-)	acyl-CoA dehydrogenase	
CNAG_04689	CNAG_04689-t26_1	CP003829.1:690,100..691,449(+)	hypothetical protein	
CNAG_04690	CNAG_04690-t26_1	CP003829.1:688,618..689,805(-)	acylpyruvate hydrolase, acylpyruvate hydrolase, variant	
CNAG_04690	CNAG_04690-t26_2	CP003829.1:688,618..689,805(-)	acylpyruvate hydrolase, acylpyruvate hydrolase, variant	
CNAG_04691	CNAG_04691-t26_1	CP003829.1:686,134..688,792(+)	hypothetical protein	
CNAG_04692	CNAG_04692-t26_1	CP003829.1:682,799..684,099(-)	thymidylate synthase	
CNAG_04693	CNAG_04693-t26_1	CP003829.1:679,718..682,836(+)	target of rapamycin complex 2 subunit	
CNAG_04694	CNAG_04694-t26_1	CP003829.1:677,372..679,564(-)	periodic tryptophan protein 1	
CNAG_04695	CNAG_04695-t26_1	CP003829.1:675,813..677,132(-)	hypothetical protein	
CNAG_04696	CNAG_04696-t26_1	CP003829.1:670,848..673,655(-)	DNA clamp loader	
CNAG_04697	CNAG_04697-t26_1	CP003829.1:665,811..670,278(+)	zinc finger protein	
CNAG_04698	CNAG_04698-t26_1	CP003829.1:664,744..665,709(-)	cytoplasmic protein	
CNAG_04699	CNAG_04699-t26_1	CP003829.1:661,505..664,831(+)	microfibrillar-associated protein 1	
CNAG_04700	CNAG_04700-t26_1	CP003829.1:659,905..662,551(-)	hypothetical protein	
CNAG_04701	CNAG_04701-t26_1	CP003829.1:659,464..661,181(+)	hypothetical protein	
CNAG_04702	CNAG_04702-t26_1	CP003829.1:653,157..659,433(-)	hypothetical protein	
CNAG_04703	CNAG_04703-t26_1	CP003829.1:650,054..653,069(-)	DNA clamp loader	
CNAG_04704	CNAG_04704-t26_1	CP003829.1:646,930..649,721(+)	MFS transporter, SHS family, lactate transporter	
CNAG_04705	CNAG_04705-t26_1	CP003829.1:642,352..645,834(+)	hypothetical protein, hypothetical protein, variant	
CNAG_04705	CNAG_04705-t26_2	CP003829.1:642,352..645,834(+)	hypothetical protein, hypothetical protein, variant	
CNAG_04707	CNAG_04707-t26_1	CP003829.1:623,870..625,593(-)	hypothetical protein	
CNAG_04708	CNAG_04708-t26_1	CP003829.1:620,991..623,957(+)	hypothetical protein	
CNAG_04709	CNAG_04709-t26_1	CP003829.1:618,934..621,187(-)	hypothetical protein	
CNAG_04710	CNAG_04710-t26_1	CP003829.1:616,714..619,839(+)	hypothetical protein	
CNAG_04711	CNAG_04711-t26_1	CP003829.1:614,601..616,571(-)	hypothetical protein	
CNAG_04712	CNAG_04712-t26_1	CP003829.1:612,349..614,353(+)	solute carrier family 25 (mitochondrial dicarboxylate transporter), member 10	
CNAG_04713	CNAG_04713-t26_1	CP003829.1:610,470..612,214(-)	citrate lyase subunit beta-like protein	
CNAG_04714	CNAG_04714-t26_1	CP003829.1:608,465..611,057(+)	MFS multidrug transporter protein	
CNAG_04715	CNAG_04715-t26_1	CP003829.1:605,631..607,422(+)	oligosaccharyltransferase complex subunit alpha (ribophorin I)	
CNAG_04716	CNAG_04716-t26_1	CP003829.1:603,398..605,087(+)	KH domain-containing protein	
CNAG_04717	CNAG_04717-t26_1	CP003829.1:600,939..603,283(-)	hypothetical protein	
CNAG_04718	CNAG_04718-t26_1	CP003829.1:598,405..600,295(-)	hypothetical protein	
CNAG_04719	CNAG_04719-t26_1	CP003829.1:595,142..597,582(-)	solute carrier family 41	
CNAG_04720	CNAG_04720-t26_1	CP003829.1:590,954..595,378(+)	GTPase activating protein	
CNAG_04721	CNAG_04721-t26_1	CP003829.1:588,397..590,797(+)	hypothetical protein	
CNAG_04723	CNAG_04723-t26_1	CP003829.1:579,022..581,165(-)	hypothetical protein	
CNAG_04724	CNAG_04724-t26_1	CP003829.1:574,663..579,074(+)	ubiquitin-protein ligase E3 C	
CNAG_04725	CNAG_04725-t26_1	CP003829.1:570,967..574,486(+)	hypothetical protein, hypothetical protein, variant	
CNAG_04725	CNAG_04725-t26_2	CP003829.1:570,967..574,486(+)	hypothetical protein, hypothetical protein, variant	
CNAG_04726	CNAG_04726-t26_1	CP003829.1:569,334..570,674(-)	large subunit ribosomal protein L18Ae	
CNAG_04727	CNAG_04727-t26_1	CP003829.1:567,499..569,305(+)	hypothetical protein	
CNAG_04728	CNAG_04728-t26_1	CP003829.1:565,789..567,183(+)	DNA-directed RNA polymerase III subunit RPC8	
CNAG_04729	CNAG_04729-t26_1	CP003829.1:562,569..565,668(-)	ATP-dependent RNA helicase DBP7	
CNAG_04730	CNAG_04730-t26_1	CP003829.1:558,094..561,608(-)	hypothetical protein	
CNAG_04731	CNAG_04731-t26_1	CP003829.1:556,619..558,076(+)	hypothetical protein	
CNAG_04732	CNAG_04732-t26_1	CP003829.1:553,771..555,785(-)	hypothetical protein	
