[Gene ID]	[source_id]	[Input Ortholog(s)]	[Ortholog Group]	[Paralog count]	[Ortholog count]	[Gene Name or Symbol]	
Afu3g11900	Afu3g11900-T	CNAG_00515,CNAG_01955,CNAG_02489,CNAG_02903,CNAG_07745	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126661">OG5_126661</a>	5	635	N/A	
Afu3g11920	Afu3g11920-T	CNAG_03280,CNAG_04346	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_140062">OG5_140062</a>	0	53	N/A	
Afu3g11930	Afu3g11930-T	CNAG_01540	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_141401">OG5_141401</a>	0	40	N/A	
Afu3g11955	Afu3g11955-T	CNAG_05575	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_155791">OG5_155791</a>	0	30	N/A	
Afu3g11970	Afu3g11970-T	CNAG_05431	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_136549">OG5_136549</a>	0	73	pacC	
Afu3g12030	Afu3g12030-T	CNAG_03406	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_135125">OG5_135125</a>	0	77	N/A	
Afu3g12080	Afu3g12080-T	CNAG_04952	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_131338">OG5_131338</a>	0	62	N/A	
Afu3g12100	Afu3g12100-T	CNAG_03113	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_138640">OG5_138640</a>	0	61	N/A	
Afu3g12110	Afu3g12110-T	CNAG_00367	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129806">OG5_129806</a>	0	76	N/A	
Afu3g12220	Afu3g12220-T	CNAG_00792,CNAG_00823,CNAG_01575,CNAG_02262,CNAG_02430,CNAG_02977,CNAG_03450,CNAG_03503,CNAG_07781	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126561">OG5_126561</a>	6	1392	N/A	
Afu3g12250	Afu3g12250-T	CNAG_00498	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127827">OG5_127827</a>	0	133	cdcA	
Afu3g12270	Afu3g12270-T	CNAG_02503	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126711">OG5_126711</a>	0	174	N/A	
Afu3g12280	Afu3g12280-T	CNAG_03343	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_130927">OG5_130927</a>	0	55	N/A	
Afu3g12290	Afu3g12290-T	CNAG_04387	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128171">OG5_128171</a>	0	82	dim1	
Afu3g12300	Afu3g12300-T	CNAG_06811	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127156">OG5_127156</a>	0	86	N/A	
Afu3g12310	Afu3g12310-T	CNAG_03034	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129235">OG5_129235</a>	0	82	N/A	
Afu3g12320	Afu3g12320-T	CNAG_00936,CNAG_05441	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_132592">OG5_132592</a>	0	84	N/A	
Afu3g12330	Afu3g12330-T	CNAG_02120	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127847">OG5_127847</a>	2	178	N/A	
Afu3g12350	Afu3g12350-T	CNAG_01588	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_130214">OG5_130214</a>	0	96	N/A	
Afu3g12370	Afu3g12370-T	CNAG_07114,CNAG_08012	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126803">OG5_126803</a>	1	158	N/A	
Afu3g12400	Afu3g12400-T	CNAG_02090	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_142777">OG5_142777</a>	0	61	ganA	
Afu3g12420	Afu3g12420-T	CNAG_03935	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127344">OG5_127344</a>	0	287	N/A	
Afu3g12450	Afu3g12450-T	CNAG_03189	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_136139">OG5_136139</a>	0	76	N/A	
Afu3g12470	Afu3g12470-T	CNAG_02108	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129443">OG5_129443</a>	0	56	N/A	
Afu3g12480	Afu3g12480-T	CNAG_03305	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128076">OG5_128076</a>	0	99	hymA	
Afu3g12490	Afu3g12490-T	CNAG_02317	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_131140">OG5_131140</a>	0	73	N/A	
Afu3g12510	Afu3g12510-T	CNAG_06600	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127665">OG5_127665</a>	0	103	N/A	
Afu3g12560	Afu3g12560-T	CNAG_01108	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_130881">OG5_130881</a>	0	77	N/A	
Afu3g12640	Afu3g12640-T	CNAG_01435,CNAG_06763	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126677">OG5_126677</a>	1	175	N/A	
Afu3g12670	Afu3g12670-T	CNAG_02915	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128785">OG5_128785</a>	0	130	N/A	
Afu3g12690	Afu3g12690-T	CNAG_07752	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_133772">OG5_133772</a>	0	52	glfA	
Afu3g12700	Afu3g12700-T	CNAG_02036,CNAG_03695	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_132427">OG5_132427</a>	0	84	glfB	
Afu3g12730	Afu3g12730-T	CNAG_05905	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127701">OG5_127701</a>	0	87	N/A	
Afu3g12750	Afu3g12750-T	CNAG_03923	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129162">OG5_129162</a>	0	88	N/A	
Afu3g12760	Afu3g12760-T	CNAG_00093	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_155793">OG5_155793</a>	0	43	N/A	
Afu3g12770	Afu3g12770-T	CNAG_00831	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129370">OG5_129370</a>	1	74	N/A	
Afu3g12800	Afu3g12800-T	CNAG_03325	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_134267">OG5_134267</a>	0	67	N/A	
Afu3g12840	Afu3g12840-T	CNAG_04608	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127356">OG5_127356</a>	0	94	N/A	
Afu3g12850	Afu3g12850-T	CNAG_01151	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_130815">OG5_130815</a>	0	47	N/A	
Afu3g12970	Afu3g12970-T	CNAG_00074	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129855">OG5_129855</a>	0	109	N/A	
Afu3g13000	Afu3g13000-T	CNAG_02792	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128574">OG5_128574</a>	0	76	N/A	
Afu3g13010	Afu3g13010-T	CNAG_01008,CNAG_02845	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128466">OG5_128466</a>	0	81	N/A	
Afu3g13030	Afu3g13030-T	CNAG_02710	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127483">OG5_127483</a>	0	82	N/A	
Afu3g13040	Afu3g13040-T	CNAG_02280	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129635">OG5_129635</a>	0	72	N/A	
Afu3g13060	Afu3g13060-T	CNAG_05846	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_131345">OG5_131345</a>	0	22	N/A	
Afu3g13070	Afu3g13070-T	CNAG_02941	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_135342">OG5_135342</a>	0	54	N/A	
Afu3g13120	Afu3g13120-T	CNAG_01721	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127395">OG5_127395</a>	1	105	N/A	
Afu3g13140	Afu3g13140-T	CNAG_06504	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_134522">OG5_134522</a>	1	108	N/A	
Afu3g13260	Afu3g13260-T	CNAG_03633	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_132593">OG5_132593</a>	0	61	N/A	
Afu3g13270	Afu3g13270-T	CNAG_00852	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_133529">OG5_133529</a>	0	78	N/A	
Afu3g13280	Afu3g13280-T	CNAG_05627	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128567">OG5_128567</a>	0	85	N/A	
Afu3g13310	Afu3g13310-T	CNAG_01679	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127663">OG5_127663</a>	0	81	N/A	
Afu3g13320	Afu3g13320-T	CNAG_04114	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127014">OG5_127014</a>	0	101	rps0	
Afu3g13350	Afu3g13350-T	CNAG_07776	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126786">OG5_126786</a>	0	147	N/A	
Afu3g13370	Afu3g13370-T	CNAG_05098	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128939">OG5_128939</a>	0	75	N/A	
Afu3g13390	Afu3g13390-T	CNAG_00448	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127683">OG5_127683</a>	0	85	N/A	
Afu3g13400	Afu3g13400-T	CNAG_05976	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127592">OG5_127592</a>	0	84	nop5	
Afu3g13440	Afu3g13440-T	CNAG_05229	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126714">OG5_126714</a>	1	152	N/A	
Afu3g13450	Afu3g13450-T	CNAG_01605,CNAG_06074	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126860">OG5_126860</a>	2	413	N/A	
Afu3g13470	Afu3g13470-T	CNAG_00077,CNAG_01472	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126650">OG5_126650</a>	1	285	N/A	
Afu3g13480	Afu3g13480-T	CNAG_07778	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127433">OG5_127433</a>	0	89	N/A	
Afu3g13490	Afu3g13490-T	CNAG_07368	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_136551">OG5_136551</a>	1	58	yvc1	
Afu3g13496	Afu3g13496-T	CNAG_07368	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_136551">OG5_136551</a>	1	58	N/A	
Afu3g13550	Afu3g13550-T	CNAG_05744	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_130208">OG5_130208</a>	1	114	N/A	
Afu3g13610	Afu3g13610-T	CNAG_02933	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127317">OG5_127317</a>	3	398	N/A	
Afu3g13790	Afu3g13790-T	CNAG_05136	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127785">OG5_127785</a>	0	111	N/A	
Afu3g13820	Afu3g13820-T	CNAG_01958	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127868">OG5_127868</a>	0	60	N/A	
Afu3g13830	Afu3g13830-T	CNAG_01234	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_137969">OG5_137969</a>	0	44	N/A	
Afu3g13840	Afu3g13840-T	CNAG_03925	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_130308">OG5_130308</a>	0	78	N/A	
Afu3g13850	Afu3g13850-T	CNAG_05396	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127054">OG5_127054</a>	0	127	N/A	
Afu3g13900	Afu3g13900-T	CNAG_06300	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128698">OG5_128698</a>	0	102	N/A	
Afu3g13910	Afu3g13910-T	CNAG_02833	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_130434">OG5_130434</a>	0	70	N/A	
Afu3g13920	Afu3g13920-T	CNAG_07464	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_135407">OG5_135407</a>	0	78	N/A	
Afu3g13940	Afu3g13940-T	CNAG_01174,CNAG_04323	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_131769">OG5_131769</a>	3	135	N/A	
Afu3g13950	Afu3g13950-T	CNAG_03484	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_140264">OG5_140264</a>	0	65	N/A	
Afu3g13970	Afu3g13970-T	CNAG_04792	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_131725">OG5_131725</a>	0	76	N/A	
Afu3g13980	Afu3g13980-T	CNAG_01059,CNAG_02479,CNAG_02733,CNAG_05340,CNAG_07641	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127135">OG5_127135</a>	0	164	N/A	
Afu3g13990	Afu3g13990-T	CNAG_06086	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129229">OG5_129229</a>	0	90	ssn3	
Afu3g14000	Afu3g14000-T	CNAG_03698	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129807">OG5_129807</a>	0	83	N/A	
Afu3g14010	Afu3g14010-T	CNAG_03341	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127764">OG5_127764</a>	0	90	N/A	
Afu3g14040	Afu3g14040-T	CNAG_06343	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128731">OG5_128731</a>	0	80	N/A	
Afu3g14050	Afu3g14050-T	CNAG_02092	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_136141">OG5_136141</a>	0	63	N/A	
Afu3g14060	Afu3g14060-T	CNAG_00098	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129289">OG5_129289</a>	0	90	N/A	
Afu3g14100	Afu3g14100-T	CNAG_01868	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129813">OG5_129813</a>	0	89	N/A	
Afu3g14110	Afu3g14110-T	CNAG_03310	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_131085">OG5_131085</a>	0	82	N/A	
Afu3g14140	Afu3g14140-T	CNAG_04636,CNAG_06787	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129045">OG5_129045</a>	1	146	casB	
Afu3g14230	Afu3g14230-T	CNAG_00361	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_133872">OG5_133872</a>	0	67	N/A	
Afu3g14240	Afu3g14240-T	CNAG_01442	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126959">OG5_126959</a>	0	84	N/A	
Afu3g14250	Afu3g14250-T	CNAG_02868	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_130288">OG5_130288</a>	1	90	N/A	
Afu3g14260	Afu3g14260-T	CNAG_03058	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_152779">OG5_152779</a>	0	51	N/A	
Afu3g14270	Afu3g14270-T	CNAG_01257,CNAG_01615,CNAG_01896,CNAG_02478,CNAG_03983,CNAG_07801	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126583">OG5_126583</a>	10	551	N/A	
Afu3g14290	Afu3g14290-T	CNAG_02712	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127673">OG5_127673</a>	0	84	N/A	
Afu3g14300	Afu3g14300-T	CNAG_01015	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_132457">OG5_132457</a>	0	47	N/A	
Afu3g14320	Afu3g14320-T	CNAG_05933	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127856">OG5_127856</a>	0	91	N/A	
Afu3g14340	Afu3g14340-T	CNAG_01638	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129085">OG5_129085</a>	0	87	N/A	
Afu3g14350	Afu3g14350-T	CNAG_05004	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127284">OG5_127284</a>	0	85	N/A	
Afu3g14370	Afu3g14370-T	CNAG_02166,CNAG_05936	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126637">OG5_126637</a>	1	204	N/A	
Afu3g14380	Afu3g14380-T	CNAG_01720	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128950">OG5_128950</a>	0	94	N/A	
Afu3g14420	Afu3g14420-T	CNAG_02217,CNAG_03326,CNAG_06487,CNAG_07499	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129261">OG5_129261</a>	3	317	chsG	
Afu3g14430	Afu3g14430-T	CNAG_04668	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128611">OG5_128611</a>	0	80	N/A	
Afu3g14440	Afu3g14440-T	CNAG_03359	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_139378">OG5_139378</a>	0	54	N/A	
Afu3g14470	Afu3g14470-T	CNAG_07529	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126759">OG5_126759</a>	1	197	N/A	
Afu3g14490	Afu3g14490-T	CNAG_05725	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129100">OG5_129100</a>	0	85	N/A	
Afu3g14520	Afu3g14520-T	CNAG_01135	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129459">OG5_129459</a>	0	80	N/A	
Afu3g14550	Afu3g14550-T	CNAG_00659	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_130270">OG5_130270</a>	0	63	N/A	
Afu3g14570	Afu3g14570-T	CNAG_06115	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_136804">OG5_136804</a>	0	47	N/A	
Afu3g14680	Afu3g14680-T	CNAG_06085	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_131649">OG5_131649</a>	2	147	plb3	
Afu3g14760	Afu3g14760-T	CNAG_05842	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126554">OG5_126554</a>	8	915	N/A	
Afu3g14810	Afu3g14810-T	CNAG_06302	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_159383">OG5_159383</a>	0	33	N/A	
Afu3g14880	Afu3g14880-T	CNAG_01772	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126909">OG5_126909</a>	4	344	N/A	
Afu3g14970	Afu3g14970-T	CNAG_01607,CNAG_02801	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126613">OG5_126613</a>	3	201	N/A	
Afu3g14990	Afu3g14990-T	CNAG_00648,CNAG_03786	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127037">OG5_127037</a>	0	229	N/A	
Afu3g15010	Afu3g15010-T	CNAG_06504	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_134522">OG5_134522</a>	1	108	N/A	
Afu3g15020	Afu3g15020-T	CNAG_03955	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126658">OG5_126658</a>	1	167	N/A	
Afu3g15060	Afu3g15060-T	CNAG_02043	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_169174">OG5_169174</a>	0	22	N/A	
Afu3g15270	Afu3g15270-T	CNAG_03588	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126718">OG5_126718</a>	11	562	nrps7	
Afu3g15390	Afu3g15390-T	CNAG_02465,CNAG_06652	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_149844">OG5_149844</a>	0	55	N/A	
Afu4g00110	Afu4g00110-T	CNAG_03389,CNAG_06876	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129515">OG5_129515</a>	3	145	N/A	
Afu4g00120	Afu4g00120-T	CNAG_01499	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_130970">OG5_130970</a>	2	108	N/A	
Afu4g00150	Afu4g00150-T	CNAG_05982	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_163553">OG5_163553</a>	0	21	N/A	
Afu4g00220	Afu4g00220-T	CNAG_03361	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129461">OG5_129461</a>	2	91	encB	
Afu4g00230	Afu4g00230-T	CNAG_01772	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126909">OG5_126909</a>	4	344	encD	
Afu4g00235	Afu4g00235-T	CNAG_03951	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_134021">OG5_134021</a>	0	69	N/A	
Afu4g00550	Afu4g00550-T	CNAG_05833,CNAG_06561	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_146719">OG5_146719</a>	1	42	N/A	
Afu4g00560	Afu4g00560-T	CNAG_06836	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_155805">OG5_155805</a>	0	21	N/A	
Afu4g00630	Afu4g00630-T	CNAG_01865	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128619">OG5_128619</a>	2	95	N/A	
Afu4g00730	Afu4g00730-T	CNAG_00315	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_139259">OG5_139259</a>	1	70	N/A	
Afu4g00800	Afu4g00800-T	CNAG_03438,CNAG_03772,CNAG_04920,CNAG_04931,CNAG_05324,CNAG_05387,CNAG_06290,CNAG_06521	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126798">OG5_126798</a>	8	645	N/A	
Afu4g00830	Afu4g00830-T	CNAG_01119	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_135270">OG5_135270</a>	0	47	N/A	
Afu4g00910	Afu4g00910-T	CNAG_01605,CNAG_06074	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126860">OG5_126860</a>	2	413	N/A	
Afu4g00920	Afu4g00920-T	CNAG_02361	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_135940">OG5_135940</a>	0	50	N/A	
Afu4g00960	Afu4g00960-T	CNAG_04676	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126758">OG5_126758</a>	0	99	pfkA	
Afu4g00990	Afu4g00990-T	CNAG_03432	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_136035">OG5_136035</a>	0	52	N/A	
Afu4g01050	Afu4g01050-T	CNAG_00730,CNAG_00869,CNAG_04098,CNAG_05470,CNAG_06338,CNAG_06348,CNAG_07799	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126574">OG5_126574</a>	12	1890	N/A	
