[Gene ID]	[source_id]	[Genomic Location (Gene)]	[Product Description]	
YKL056C	YKL056C-t26_1	BK006944:334,412..334,915(-)	Tma19p	
YKL057C	YKL057C-t26_1	BK006944:330,856..333,969(-)	Nup120p	
YKL058W	YKL058W-t26_1	BK006944:330,166..330,534(+)	transcription initiation factor IIA subunit gamma	
YKL059C	YKL059C-t26_1	BK006944:328,118..329,443(-)	cleavage polyadenylation factor subunit MPE1	
YKL060C	YKL060C-t26_1	BK006944:326,408..327,487(-)	fructose-bisphosphate aldolase FBA1	
YKL061W	YKL061W-t26_1	BK006944:325,771..326,112(+)	Bli1p	
YKL062W	YKL062W-t26_1	BK006944:323,228..325,120(+)	stress-responsive transcriptional activator MSN4	
YKL063C	YKL063C-t26_1	BK006944:321,015..321,518(-)	hypothetical protein	
YKL064W	YKL064W-t26_1	BK006944:317,764..320,673(+)	putative Mg(2+) transporter MNR2	
YKL065C	YKL065C-t26_1	BK006944:316,437..317,057(-)	Yet1p	
YKL065W-A	YKL065W-A-t26_1	BK006944:315,954..316,175(+)	hypothetical protein	
YKL067W	YKL067W-t26_1	BK006944:314,812..315,273(+)	nucleoside diphosphate kinase	
YKL068W	YKL068W-t26_1	BK006944:310,199..313,078(+)	FG-nucleoporin NUP100	
YKL068W-A	YKL068W-A-t26_1	BK006944:309,206..309,442(+)	hypothetical protein	
YKL069W	YKL069W-t26_1	BK006944:307,285..307,827(+)	L-methionine (R)-S-oxide reductase	
YKL070W	YKL070W-t26_1	BK006944:306,211..306,720(+)	hypothetical protein	
YKL071W	YKL071W-t26_1	BK006944:305,114..305,884(+)	hypothetical protein	
YKL072W	YKL072W-t26_1	BK006944:299,582..301,882(+)	Stb6p	
YKL073W	YKL073W-t26_1	BK006944:296,430..299,075(+)	Hsp70 family chaperone LHS1	
YKL074C	YKL074C-t26_1	BK006944:294,610..296,193(-)	Mud2p	
YKL075C	YKL075C-t26_1	BK006944:292,956..294,308(-)	hypothetical protein	
YKL077W	YKL077W-t26_1	BK006944:291,453..292,631(+)	hypothetical protein	
YKL078W	YKL078W-t26_1	BK006944:288,845..291,052(+)	RNA helicase	
YKL079W	YKL079W-t26_1	BK006944:286,603..288,573(+)	Smy1p	
YKL080W	YKL080W-t26_1	BK006944:285,030..286,208(+)	H(+)-transporting V1 sector ATPase subunit C	
YKL081W	YKL081W-t26_1	BK006944:282,891..284,455(+)	translation elongation factor EF1B gamma	
YKL082C	YKL082C-t26_1	BK006944:281,025..282,329(-)	ribosome biosynthesis protein RRP14	
YKL084W	YKL084W-t26_1	BK006944:280,509..280,859(+)	Hot13p	
YKL085W	YKL085W-t26_1	BK006944:279,123..280,127(+)	malate dehydrogenase MDH1	
YKL086W	YKL086W-t26_1	BK006944:278,281..278,664(+)	sulfiredoxin	
YKL087C	YKL087C-t26_1	BK006944:277,189..277,863(-)	cytochrome c1 heme lyase CYT2	
YKL088W	YKL088W-t26_1	BK006944:275,283..276,998(+)	phosphopantothenoylcysteine decarboxylase complex subunit CAB3	
YKL089W	YKL089W-t26_1	BK006944:273,394..275,043(+)	Mif2p	
YKL090W	YKL090W-t26_1	BK006944:271,878..273,209(+)	Cue2p	
YKL091C	YKL091C-t26_1	BK006944:269,718..270,650(-)	phosphatidylinositol/phosphatidylcholine-binding protein	
YKL092C	YKL092C-t26_1	BK006944:266,145..269,459(-)	Bud2p	
YKL093W	YKL093W-t26_1	BK006944:264,789..265,808(+)	Mbr1p	
YKL094W	YKL094W-t26_1	BK006944:263,349..264,290(+)	acylglycerol lipase	
YKL095W	YKL095W-t26_1	BK006944:262,277..263,113(+)	mRNA splicing protein YJU2	
YKL096C-B	YKL096C-B-t26_1	BK006944:259,073..259,222(-)	hypothetical protein	
YKL096W	YKL096W-t26_1	BK006944:261,132..261,851(+)	Cwp1p	
YKL096W-A	YKL096W-A-t26_1	BK006944:259,253..259,531(+)	Cwp2p	
YKL098W	YKL098W-t26_1	BK006944:256,770..257,843(+)	Mtc2p	
YKL099C	YKL099C-t26_1	BK006944:255,720..256,472(-)	rRNA-processing protein UTP11	
YKL100C	YKL100C-t26_1	BK006944:253,697..255,460(-)	aspartic endopeptidase	
YKL101W	YKL101W-t26_1	BK006944:248,920..253,476(+)	protein kinase HSL1	
YKL103C	YKL103C-t26_1	BK006944:246,138..247,682(-)	metalloaminopeptidase APE1	
YKL104C	YKL104C-t26_1	BK006944:243,220..245,373(-)	glutamine--fructose-6-phosphate transaminase (isomerizing) GFA1	
YKL105C	YKL105C-t26_1	BK006944:239,185..242,583(-)	Seg2p	
YKL106C-A	YKL106C-A-t26_1	BK006944:237,147..237,266(-)	hypothetical protein	
YKL106W	YKL106W-t26_1	BK006944:237,536..238,891(+)	aspartate transaminase AAT1	
YKL107W	YKL107W-t26_1	BK006944:236,141..237,070(+)	putative short-chain dehydrogenase/reductase	
YKL108W	YKL108W-t26_1	BK006944:234,426..235,787(+)	Sld2p	
YKL109W	YKL109W-t26_1	BK006944:232,227..233,891(+)	transcription factor HAP4	
YKL110C	YKL110C-t26_1	BK006944:228,939..229,880(-)	Kti12p	
YKL112W	YKL112W-t26_1	BK006944:226,570..228,765(+)	DNA-binding protein ABF1	
YKL113C	YKL113C-t26_1	BK006944:224,727..225,875(-)	multifunctional nuclease RAD27	
YKL114C	YKL114C-t26_1	BK006944:223,352..224,455(-)	DNA-(apurinic or apyrimidinic site) lyase APN1	
YKL116C	YKL116C-t26_1	BK006944:221,344..222,900(-)	serine/threonine protein kinase PRR1	
YKL117W	YKL117W-t26_1	BK006944:220,324..220,974(+)	Hsp90 cochaperone SBA1	
YKL119C	YKL119C-t26_1	BK006944:218,570..219,217(-)	Vph2p	
YKL120W	YKL120W-t26_1	BK006944:217,344..218,318(+)	Oac1p	
YKL121W	YKL121W-t26_1	BK006944:214,142..216,700(+)	Dgr2p	
YKL122C	YKL122C-t26_1	BK006944:212,495..212,998(-)	signal recognition particle subunit SRP21	
YKL124W	YKL124W-t26_1	BK006944:210,593..212,332(+)	Ssh4p	
YKL125W	YKL125W-t26_1	BK006944:208,247..210,130(+)	rDNA-binding RNA polymerase I transcriptional factor	
YKL126W	YKL126W-t26_1	BK006944:205,707..207,749(+)	serine/threonine protein kinase YPK1	
YKL127W	YKL127W-t26_1	BK006944:203,541..205,253(+)	phosphoglucomutase PGM1	
YKL128C	YKL128C-t26_1	BK006944:200,884..201,771(-)	putative phosphomutase	
YKL129C	YKL129C-t26_1	BK006944:196,349..200,167(-)	myosin 3	
YKL130C	YKL130C-t26_1	BK006944:195,288..196,028(-)	She2p	
YKL132C	YKL132C-t26_1	BK006944:193,574..194,866(-)	putative tetrahydrofolate synthase	
YKL133C	YKL133C-t26_1	BK006944:191,679..193,070(-)	hypothetical protein	
YKL134C	YKL134C-t26_1	BK006944:189,124..191,442(-)	metalloendopeptidase	
YKL135C	YKL135C-t26_1	BK006944:186,460..188,640(-)	Apl2p	
YKL137W	YKL137W-t26_1	BK006944:185,957..186,292(+)	Cmc1p	
YKL138C	YKL138C-t26_1	BK006944:185,286..185,681(-)	mitochondrial 54S ribosomal protein YmL31	
YKL138C-A	YKL138C-A-t26_1	BK006944:184,803..185,012(-)	Hsk3p	
YKL139W	YKL139W-t26_1	BK006944:182,958..184,544(+)	cyclin-dependent serine/threonine protein kinase CTK1	
YKL140W	YKL140W-t26_1	BK006944:180,779..182,425(+)	Tgl1p	
YKL141W	YKL141W-t26_1	BK006944:179,667..180,263(+)	succinate dehydrogenase cytochrome b subunit SDH3	
YKL142W	YKL142W-t26_1	BK006944:178,515..179,174(+)	Mrp8p	
YKL143W	YKL143W-t26_1	BK006944:176,781..178,172(+)	Ltv1p	
YKL144C	YKL144C-t26_1	BK006944:175,843..176,481(-)	DNA-directed RNA polymerase III subunit RPC25	
YKL145W	YKL145W-t26_1	BK006944:174,213..175,616(+)	proteasome regulatory particle base subunit RPT1	
YKL146W	YKL146W-t26_1	BK006944:171,783..173,861(+)	Avt3p	
YKL148C	YKL148C-t26_1	BK006944:169,207..171,129(-)	succinate dehydrogenase flavoprotein subunit SDH1	
YKL149C	YKL149C-t26_1	BK006944:167,612..168,829(-)	RNA lariat debranching enzyme	
YKL150W	YKL150W-t26_1	BK006944:166,544..167,452(+)	cytochrome-b5 reductase	
YKL151C	YKL151C-t26_1	BK006944:164,917..165,930(-)	NADHX dehydratase	
YKL152C	YKL152C-t26_1	BK006944:163,642..164,385(-)	phosphoglycerate mutase GPM1	
YKL154W	YKL154W-t26_1	BK006944:161,601..162,335(+)	Signal recognition particle receptor subunit beta	
YKL155C	YKL155C-t26_1	BK006944:159,456..161,342(-)	mitochondrial 37S ribosomal protein RSM22	
YKL156W	YKL156W-t26_1	BK006944:158,613..159,212(+)	ribosomal 40S subunit protein S27A	
YKL157W	YKL157W-t26_1	BK006944:154,991..158,232(+)	metallo-aminopeptidase	
YKL159C	YKL159C-t26_1	BK006944:153,816..154,451(-)	Rcn1p	
YKL160W	YKL160W-t26_1	BK006944:153,269..153,706(+)	Elf1p	
YKL161C	YKL161C-t26_1	BK006944:149,386..150,687(-)	putative protein kinase KDX1	
YKL162C	YKL162C-t26_1	BK006944:147,630..148,838(-)	hypothetical protein	
YKL163W	YKL163W-t26_1	BK006944:144,401..145,378(+)	beta-1,3-glucan linked protein	
YKL164C	YKL164C-t26_1	BK006944:141,794..142,819(-)	beta-1,3-glucan linked protein	
YKL165C	YKL165C-t26_1	BK006944:137,932..140,691(-)	mannose-ethanolamine phosphotransferase MCD4	
YKL166C	YKL166C-t26_1	BK006944:134,509..135,705(-)	cAMP-dependent protein kinase catalytic subunit TPK3	
YKL167C	YKL167C-t26_1	BK006944:133,721..134,134(-)	mitochondrial 54S ribosomal protein MRP49	
YKL168C	YKL168C-t26_1	BK006944:131,288..133,462(-)	putative serine/threonine protein kinase KKQ8	
YKL170W	YKL170W-t26_1	BK006944:130,634..131,050(+)	mitochondrial 54S ribosomal protein YmL38/YmL34	
YKL171W	YKL171W-t26_1	BK006944:127,475..130,261(+)	protein kinase NNK1	
YKL172W	YKL172W-t26_1	BK006944:125,759..127,042(+)	Ebp2p	
YKL173W	YKL173W-t26_1	BK006944:122,517..125,543(+)	U5 snRNP GTPase SNU114	
YKL174C	YKL174C-t26_1	BK006944:120,380..122,236(-)	Tpo5p	
YKL175W	YKL175W-t26_1	BK006944:118,793..120,304(+)	Zn(2+) transporter ZRT3	
YKL176C	YKL176C-t26_1	BK006944:115,500..117,986(-)	Lst4p	
YKL178C	YKL178C-t26_1	BK006944:113,215..114,627(-)	Ste3p	
YKL179C	YKL179C-t26_1	BK006944:110,464..112,503(-)	Coy1p	
YKL180W	YKL180W-t26_1	BK006944:109,269..110,129(+)	ribosomal 60S subunit protein L17A	
YKL181W	YKL181W-t26_1	BK006944:107,316..108,599(+)	ribose phosphate diphosphokinase subunit PRS1	
YKL182W	YKL182W-t26_1	BK006944:100,671..106,826(+)	tetrafunctional fatty acid synthase subunit FAS1	
YKL183C-A	YKL183C-A-t26_1	BK006944:98,395..98,607(-)	hypothetical protein	
YKL183W	YKL183W-t26_1	BK006944:98,721..99,641(+)	Lot5p	
YKL184W	YKL184W-t26_1	BK006944:96,757..98,157(+)	ornithine decarboxylase SPE1	
YKL185W	YKL185W-t26_1	BK006944:94,499..96,265(+)	DNA-binding transcription repressor ASH1	
YKL186C	YKL186C-t26_1	BK006944:92,744..93,298(-)	Mtr2p	
YKL187C	YKL187C-t26_1	BK006944:89,284..91,536(-)	Fat3p	
YKL188C	YKL188C-t26_1	BK006944:86,225..88,786(-)	ATP-binding cassette long-chain fatty acid transporter PXA2	
YKL189W	YKL189W-t26_1	BK006944:84,704..85,903(+)	Hym1p	
YKL190W	YKL190W-t26_1	BK006944:82,947..83,550(+)	calcineurin regulatory subunit B	
YKL191W	YKL191W-t26_1	BK006944:81,035..82,639(+)	Dph2p	
YKL192C	YKL192C-t26_1	BK006944:80,160..80,537(-)	acyl carrier protein	
YKL193C	YKL193C-t26_1	BK006944:78,866..79,882(-)	type 1 protein phosphatase-activating protein SDS22	
YKL194C	YKL194C-t26_1	BK006944:77,258..78,646(-)	threonine--tRNA ligase MST1	
YKL195W	YKL195W-t26_1	BK006944:75,821..77,032(+)	Mia40p	
YKL196C	YKL196C-t26_1	BK006944:74,932..75,534(-)	palmitoyltransferase YKT6	
YKL197C	YKL197C-t26_1	BK006944:70,734..73,865(-)	AAA family ATPase peroxin 1	
YKL198C	YKL198C-t26_1	BK006944:68,232..70,220(-)	putative serine/threonine protein kinase PTK1	
YKL201C	YKL201C-t26_1	BK006944:63,930..67,466(-)	Mnn4p	
YKL203C	YKL203C-t26_1	BK006944:55,935..63,359(-)	phosphatidylinositol kinase-related protein kinase TOR2	
YKL204W	YKL204W-t26_1	BK006944:53,704..55,602(+)	Eap1p	
YKL205W	YKL205W-t26_1	BK006944:50,051..53,353(+)	Ran GTPase-binding protein LOS1	
YKL206C	YKL206C-t26_1	BK006944:49,006..49,809(-)	Add66p	
YKL207W	YKL207W-t26_1	BK006944:48,194..48,955(+)	Emc3p	
YKL208W	YKL208W-t26_1	BK006944:47,157..47,972(+)	Cbt1p	
YKL209C	YKL209C-t26_1	BK006944:42,423..46,295(-)	ATP-binding cassette alpha-factor transporter STE6	
YKL210W	YKL210W-t26_1	BK006944:39,163..42,237(+)	E1 ubiquitin-activating protein UBA1	
YKL211C	YKL211C-t26_1	BK006944:36,699..38,153(-)	bifunctional anthranilate synthase/indole-3-glycerol-phosphate synthase	
YKL212W	YKL212W-t26_1	BK006944:34,543..36,414(+)	phosphatidylinositol-3-phosphatase SAC1	
YKL213C	YKL213C-t26_1	BK006944:31,960..34,107(-)	Doa1p	
YKL214C	YKL214C-t26_1	BK006944:31,082..31,693(-)	Yra2p	
YKL215C	YKL215C-t26_1	BK006944:26,827..30,687(-)	5-oxoprolinase	
YKL216W	YKL216W-t26_1	BK006944:25,215..26,159(+)	dihydroorotate dehydrogenase	
YKL217W	YKL217W-t26_1	BK006944:22,234..24,084(+)	Jen1p	
YKL218C	YKL218C-t26_1	BK006944:17,359..18,339(-)	threo-3-hydroxy-L-aspartate ammonia-lyase SRY1	
YKL219W	YKL219W-t26_1	BK006944:14,485..15,708(+)	Cos9p	
YKL220C	YKL220C-t26_1	BK006944:9,091..11,226(-)	ferric/cupric-chelate reductase	
YKL221W	YKL221W-t26_1	BK006944:6,107..7,528(+)	Mch2p	
YKL222C	YKL222C-t26_1	BK006944:3,503..5,620(-)	hypothetical protein	
YKL224C	YKL224C-t26_1	BK006944:1,810..2,181(-)	seripauperin PAU16	
YKR001C	YKR001C-t26_1	BK006944:440,608..442,722(-)	dynamin-like GTPase VPS1	
YKR002W	YKR002W-t26_1	BK006944:443,232..444,938(+)	polynucleotide adenylyltransferase PAP1	
YKR003W	YKR003W-t26_1	BK006944:445,381..446,727(+)	oxysterol-binding protein OSH6	
YKR004C	YKR004C-t26_1	BK006944:446,799..448,036(-)	Ecm9p	
YKR005C	YKR005C-t26_1	BK006944:448,521..450,167(-)	hypothetical protein	
YKR006C	YKR006C-t26_1	BK006944:450,423..451,217(-)	mitochondrial 54S ribosomal protein YmL13	
YKR007W	YKR007W-t26_1	BK006944:451,434..451,988(+)	Meh1p	
YKR008W	YKR008W-t26_1	BK006944:452,201..454,078(+)	Rsc4p	
YKR009C	YKR009C-t26_1	BK006944:454,352..457,054(-)	bifunctional hydroxyacyl-CoA dehydrogenase/enoyl-CoA hydratase FOX2	
YKR010C	YKR010C-t26_1	BK006944:458,924..461,239(-)	Tof2p	
YKR011C	YKR011C-t26_1	BK006944:461,635..462,696(-)	hypothetical protein	
YKR013W	YKR013W-t26_1	BK006944:463,959..464,948(+)	sterol-binding protein	
YKR014C	YKR014C-t26_1	BK006944:465,367..466,071(-)	Rab family GTPase YPT52	
YKR015C	YKR015C-t26_1	BK006944:466,961..468,667(-)	hypothetical protein	
YKR016W	YKR016W-t26_1	BK006944:469,717..471,339(+)	Mic60p	
YKR017C	YKR017C-t26_1	BK006944:471,694..473,349(-)	E3 ubiquitin-protein ligase HEL1	
YKR018C	YKR018C-t26_1	BK006944:473,723..475,900(-)	hypothetical protein	
YKR019C	YKR019C-t26_1	BK006944:476,216..478,063(-)	Irs4p	
YKR020W	YKR020W-t26_1	BK006944:478,338..478,832(+)	Vps51p	
YKR021W	YKR021W-t26_1	BK006944:479,234..481,981(+)	Aly1p	
YKR022C	YKR022C-t26_1	BK006944:482,171..483,139(-)	Ntr2p	
YKR023W	YKR023W-t26_1	BK006944:483,419..485,011(+)	hypothetical protein	
YKR024C	YKR024C-t26_1	BK006944:485,144..487,372(-)	putative ATP-dependent RNA helicase	
YKR025W	YKR025W-t26_1	BK006944:487,770..488,618(+)	DNA-directed RNA polymerase III subunit C37	
YKR026C	YKR026C-t26_1	BK006944:488,738..489,655(-)	translation initiation factor eIF2B subunit alpha	
YKR027W	YKR027W-t26_1	BK006944:491,364..493,661(+)	Bch2p	
YKR028W	YKR028W-t26_1	BK006944:494,257..497,358(+)	Sap190p	
YKR029C	YKR029C-t26_1	BK006944:497,578..499,833(-)	histone-binding protein SET3	
YKR030W	YKR030W-t26_1	BK006944:500,282..501,103(+)	Gmh1p	
YKR031C	YKR031C-t26_1	BK006944:501,344..506,395(-)	phospholipase D	
YKR034W	YKR034W-t26_1	BK006944:506,898..507,707(+)	Dal80p	
YKR035W-A	YKR035W-A-t26_1	BK006944:507,939..508,553(+)	Did2p	
YKR036C	YKR036C-t26_1	BK006944:508,702..510,633(-)	Caf4p	
YKR037C	YKR037C-t26_1	BK006944:510,910..511,797(-)	Spc34p	
YKR038C	YKR038C-t26_1	BK006944:511,999..513,159(-)	chromatin DNA-binding HSP70/DnaK family ATPase	
YKR039W	YKR039W-t26_1	BK006944:515,063..516,871(+)	amino acid permease GAP1	
YKR041W	YKR041W-t26_1	BK006944:518,198..518,950(+)	hypothetical protein	
YKR042W	YKR042W-t26_1	BK006944:519,527..520,624(+)	SUN family protein UTH1	
YKR043C	YKR043C-t26_1	BK006944:520,897..521,712(-)	sedoheptulose-bisphosphatase	
YKR044W	YKR044W-t26_1	BK006944:522,015..523,346(+)	Uip5p	
YKR045C	YKR045C-t26_1	BK006944:523,418..523,969(-)	hypothetical protein	
YKR046C	YKR046C-t26_1	BK006944:524,223..525,074(-)	Pet10p	
YKR048C	YKR048C-t26_1	BK006944:525,387..526,640(-)	histone chaperone NAP1	
YKR049C	YKR049C-t26_1	BK006944:526,830..527,231(-)	putative redox protein	
YKR050W	YKR050W-t26_1	BK006944:527,815..530,484(+)	Trk2p	
YKR051W	YKR051W-t26_1	BK006944:530,946..532,202(+)	hypothetical protein	
YKR052C	YKR052C-t26_1	BK006944:532,550..533,464(-)	Fe(2+) transporter	
YKR053C	YKR053C-t26_1	BK006944:534,067..535,281(-)	sphinganine kinase YSR3	
YKR054C	YKR054C-t26_1	BK006944:535,647..547,925(-)	dynein heavy chain	
YKR055W	YKR055W-t26_1	BK006944:548,216..549,091(+)	Rho family GTPase RHO4	
YKR056W	YKR056W-t26_1	BK006944:549,448..551,367(+)	Trm2p	
YKR057W	YKR057W-t26_1	BK006944:551,657..552,242(+)	ribosomal 40S subunit protein S21A	
YKR058W	YKR058W-t26_1	BK006944:552,770..554,620(+)	glycogenin glucosyltransferase GLG1	
YKR059W	YKR059W-t26_1	BK006944:554,987..556,174(+)	translation initiation factor eIF4A	
YKR060W	YKR060W-t26_1	BK006944:556,518..557,342(+)	Utp30p	
YKR061W	YKR061W-t26_1	BK006944:557,677..558,954(+)	mannosyltransferase KTR2	
YKR062W	YKR062W-t26_1	BK006944:559,666..560,652(+)	transcription factor TFIIE subunit TFA2	
YKR063C	YKR063C-t26_1	BK006944:560,789..562,297(-)	rRNA-processing protein LAS1	
YKR064W	YKR064W-t26_1	BK006944:562,547..565,138(+)	Oaf3p	
YKR065C	YKR065C-t26_1	BK006944:565,299..565,892(-)	Pam17p	
YKR066C	YKR066C-t26_1	BK006944:566,113..567,198(-)	cytochrome-c peroxidase	
YKR067W	YKR067W-t26_1	BK006944:567,918..570,149(+)	bifunctional glycerol-3-phosphate/glycerone-phosphate O-acyltransferase GPT2	
YKR068C	YKR068C-t26_1	BK006944:570,328..570,909(-)	TRAPP complex core subunit BET3	
YKR069W	YKR069W-t26_1	BK006944:571,612..573,393(+)	uroporphyrinogen-III C-methyltransferase	
YKR070W	YKR070W-t26_1	BK006944:573,574..574,632(+)	hypothetical protein	
YKR071C	YKR071C-t26_1	BK006944:574,934..575,980(-)	electron carrier DRE2	
YKR072C	YKR072C-t26_1	BK006944:576,435..578,123(-)	phosphopantothenoylcysteine decarboxylase complex subunit SIS2	
YKR074W	YKR074W-t26_1	BK006944:579,209..579,676(+)	Aim29p	
YKR075C	YKR075C-t26_1	BK006944:579,827..580,750(-)	hypothetical protein	
YKR076W	YKR076W-t26_1	BK006944:582,283..583,395(+)	omega-class glutathione transferase	
YKR077W	YKR077W-t26_1	BK006944:583,653..584,744(+)	Msa2p	
YKR078W	YKR078W-t26_1	BK006944:584,952..586,709(+)	hypothetical protein	
YKR079C	YKR079C-t26_1	BK006944:586,789..589,305(-)	tRNase Z	
YKR080W	YKR080W-t26_1	BK006944:590,395..591,357(+)	methylenetetrahydrofolate dehydrogenase (NAD(+))	
YKR081C	YKR081C-t26_1	BK006944:591,506..592,540(-)	rRNA-binding ribosome biosynthesis protein RPF2	
YKR082W	YKR082W-t26_1	BK006944:592,825..596,298(+)	Nup133p	
YKR083C	YKR083C-t26_1	BK006944:596,421..596,822(-)	Dad2p	
YKR084C	YKR084C-t26_1	BK006944:597,055..598,890(-)	ribosome dissociation factor GTPase HBS1	
YKR085C	YKR085C-t26_1	BK006944:599,094..599,681(-)	mitochondrial 54S ribosomal protein YmL20	
YKR086W	YKR086W-t26_1	BK006944:599,857..603,072(+)	DEAH-box RNA helicase PRP16	
YKR087C	YKR087C-t26_1	BK006944:603,195..604,232(-)	metalloendopeptidase	
YKR088C	YKR088C-t26_1	BK006944:604,405..605,418(-)	Tvp38p	
YKR089C	YKR089C-t26_1	BK006944:605,633..608,365(-)	Tgl4p	
YKR090W	YKR090W-t26_1	BK006944:608,946..611,066(+)	Pxl1p	
YKR091W	YKR091W-t26_1	BK006944:611,525..612,265(+)	DNA-binding protein SRL3	
YKR092C	YKR092C-t26_1	BK006944:612,665..613,885(-)	Srp40p	
YKR093W	YKR093W-t26_1	BK006944:615,730..617,535(+)	Ptr2p	
YKR094C	YKR094C-t26_1	BK006944:617,996..618,750(-)	ubiquitin-ribosomal 60S subunit protein L40B fusion protein	
YKR095W	YKR095W-t26_1	BK006944:619,805..625,432(+)	Mlp1p	
YKR095W-A	YKR095W-A-t26_1	BK006944:625,864..626,205(+)	chromatin DNA-binding EKC/KEOPS complex subunit PCC1	
YKR096W	YKR096W-t26_1	BK006944:626,793..630,380(+)	Esl2p	
YKR097W	YKR097W-t26_1	BK006944:631,152..632,801(+)	phosphoenolpyruvate carboxykinase PCK1	
YKR098C	YKR098C-t26_1	BK006944:633,026..635,179(-)	ubiquitin-specific protease UBP11	
YKR099W	YKR099W-t26_1	BK006944:635,851..638,286(+)	Bas1p	
YKR100C	YKR100C-t26_1	BK006944:638,901..639,968(-)	Skg1p	
YKR101W	YKR101W-t26_1	BK006944:640,540..642,504(+)	Sir1p	
YKR102W	YKR102W-t26_1	BK006944:646,356..649,865(+)	Flo10p	
YKR103W	YKR103W-t26_1	BK006944:653,080..656,736(+)	putative multidrug transporter NFT1	
YKR104W	YKR104W-t26_1	BK006944:656,836..657,756(+)	hypothetical protein	
YKR105C	YKR105C-t26_1	BK006944:658,716..660,464(-)	basic amino acid transporter	
YKR106W	YKR106W-t26_1	BK006944:661,442..663,289(+)	glutathione exchanger	
YLL001W	YLL001W-t26_1	BK006945:147,890..150,163(+)	dynamin-related GTPase DNM1	
YLL002W	YLL002W-t26_1	BK006945:146,291..147,601(+)	H3 histone acetyltransferase RTT109	
YLL003W	YLL003W-t26_1	BK006945:143,201..146,041(+)	Sfi1p	
YLL004W	YLL004W-t26_1	BK006945:141,073..142,923(+)	origin recognition complex subunit 3	
YLL005C	YLL005C-t26_1	BK006945:137,940..140,546(-)	Spo75p	
YLL006W	YLL006W-t26_1	BK006945:136,586..137,866(+)	ERMES complex subunit MMM1	
YLL006W-A	YLL006W-A-t26_1	BK006945:136,345..136,521(+)	hypothetical protein	
YLL007C	YLL007C-t26_1	BK006945:134,302..136,299(-)	Lmo1p	
YLL008W	YLL008W-t26_1	BK006945:131,729..133,987(+)	putative ATP-dependent RNA helicase	
YLL009C	YLL009C-t26_1	BK006945:131,205..131,414(-)	copper metallochaperone COX17	
YLL010C	YLL010C-t26_1	BK006945:129,330..130,613(-)	phosphatase	
YLL011W	YLL011W-t26_1	BK006945:127,523..128,992(+)	rRNA-processing protein SOF1	
YLL012W	YLL012W-t26_1	BK006945:125,534..127,255(+)	sterol esterase	
YLL013C	YLL013C-t26_1	BK006945:122,075..124,714(-)	mRNA-binding protein PUF3	
YLL014W	YLL014W-t26_1	BK006945:121,322..121,648(+)	Emc6p	
YLL015W	YLL015W-t26_1	BK006945:116,432..121,111(+)	ATP-binding cassette bilirubin transporter BPT1	
YLL016W	YLL016W-t26_1	BK006945:112,847..115,993(+)	unspecified product	
YLL017W	YLL017W-t26_1	BK006945:112,234..112,545(+)	unspecified product	
YLL018C	YLL018C-t26_1	BK006945:109,902..111,575(-)	aspartate--tRNA ligase DPS1	
YLL018C-A	YLL018C-A-t26_1	BK006945:108,676..108,972(-)	Cox19p	
YLL019C	YLL019C-t26_1	BK006945:105,686..107,899(-)	serine/threonine protein kinase KNS1	
YLL021W	YLL021W-t26_1	BK006945:100,947..105,347(+)	Spa2p	
YLL022C	YLL022C-t26_1	BK006945:99,044..100,201(-)	Hif1p	
YLL023C	YLL023C-t26_1	BK006945:97,997..98,836(-)	nucleoporin POM33	
YLL024C	YLL024C-t26_1	BK006945:95,566..97,485(-)	Hsp70 family chaperone SSA2	
YLL025W	YLL025W-t26_1	BK006945:94,747..95,121(+)	seripauperin PAU17	
YLL026W	YLL026W-t26_1	BK006945:88,623..91,349(+)	chaperone ATPase HSP104	
YLL027W	YLL027W-t26_1	BK006945:87,403..88,155(+)	Fe-binding Fe/S cluster assembly protein ISA1	
YLL028W	YLL028W-t26_1	BK006945:84,804..86,564(+)	Tpo1p	
YLL029W	YLL029W-t26_1	BK006945:81,461..83,710(+)	Fra1p	
YLL031C	YLL031C-t26_1	BK006945:77,152..80,205(-)	mannose-ethanolamine phosphotransferase GPI13	
YLL032C	YLL032C-t26_1	BK006945:74,270..76,747(-)	hypothetical protein	
YLL033W	YLL033W-t26_1	BK006945:73,409..74,101(+)	Irc19p	
YLL034C	YLL034C-t26_1	BK006945:70,633..73,146(-)	putative AAA family ATPase RIX7	
YLL035W	YLL035W-t26_1	BK006945:68,580..70,478(+)	polynucleotide 5'-hydroxyl-kinase	
YLL036C	YLL036C-t26_1	BK006945:66,745..68,256(-)	E3 ubiquitin-protein ligase PRP19	
YLL038C	YLL038C-t26_1	BK006945:65,775..66,518(-)	Ent4p	
YLL039C	YLL039C-t26_1	BK006945:64,062..65,207(-)	ubiquitin	
YLL040C	YLL040C-t26_1	BK006945:54,211..63,645(-)	membrane morphogenesis protein VPS13	
YLL041C	YLL041C-t26_1	BK006945:53,131..53,931(-)	succinate dehydrogenase iron-sulfur protein subunit SDH2	
YLL042C	YLL042C-t26_1	BK006945:52,087..52,590(-)	E2-like conjugating enzyme	
YLL043W	YLL043W-t26_1	BK006945:49,938..51,947(+)	Fps1p	
YLL045C	YLL045C-t26_1	BK006945:47,859..48,629(-)	ribosomal 60S subunit protein L8B	
YLL046C	YLL046C-t26_1	BK006945:46,714..47,463(-)	Rnp1p	
