[Gene ID]	[source_id]	[Input Ortholog(s)]	[Ortholog Group]	[Paralog count]	[Ortholog count]	[Gene Name or Symbol]
YJL055W	YJL055W-t26_1	CNAG_03854	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128808">OG5_128808</a>	0	67	N/A
YJL057C	YJL057C-t26_1	CNAG_06809	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_131896">OG5_131896</a>	0	64	IKS1
YJL059W	YJL059W-t26_1	CNAG_05931	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129202">OG5_129202</a>	0	67	YHC3
YJL060W	YJL060W-t26_1	CNAG_00026	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126697">OG5_126697</a>	0	166	BNA3
YJL062W-A	YJL062W-A-t26_1	CNAG_00471	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_140384">OG5_140384</a>	0	52	COA3
YJL063C	YJL063C-t26_1	CNAG_01320	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127423">OG5_127423</a>	0	85	MRPL8
YJL068C	YJL068C-t26_1	CNAG_06170	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129182">OG5_129182</a>	0	84	N/A
YJL069C	YJL069C-t26_1	CNAG_06798	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129082">OG5_129082</a>	0	83	UTP18
YJL071W	YJL071W-t26_1	CNAG_02826	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_136121">OG5_136121</a>	0	60	ARG2
YJL072C	YJL072C-t26_1	CNAG_02884	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128484">OG5_128484</a>	0	86	PSF2
YJL074C	YJL074C-t26_1	CNAG_01167	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127789">OG5_127789</a>	0	101	SMC3
YJL079C	YJL079C-t26_1	CNAG_01223	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127576">OG5_127576</a>	1	133	PRY1
YJL080C	YJL080C-t26_1	CNAG_04327	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_130001">OG5_130001</a>	0	90	SCP160
YJL081C	YJL081C-t26_1	CNAG_04048	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128301">OG5_128301</a>	0	70	ARP4
YJL084C	YJL084C-t26_1	CNAG_02341	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_135651">OG5_135651</a>	1	78	ALY2
YJL087C	YJL087C-t26_1	CNAG_01250	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_136105">OG5_136105</a>	0	68	TRL1
YJL088W	YJL088W-t26_1	CNAG_02812	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127715">OG5_127715</a>	0	90	ARG3
YJL090C	YJL090C-t26_1	CNAG_03659	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128953">OG5_128953</a>	0	82	DPB11
YJL091C	YJL091C-t26_1	CNAG_04187	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129139">OG5_129139</a>	0	93	GWT1
YJL092W	YJL092W-t26_1	CNAG_01531	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127542">OG5_127542</a>	0	49	SRS2
YJL093C	YJL093C-t26_1	CNAG_04013	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_136806">OG5_136806</a>	0	50	TOK1
YJL094C	YJL094C-t26_1	CNAG_05812	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128196">OG5_128196</a>	0	68	KHA1
YJL095W	YJL095W-t26_1	CNAG_04755	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_136136">OG5_136136</a>	0	79	BCK1
YJL096W	YJL096W-t26_1	CNAG_05751	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_137724">OG5_137724</a>	0	53	MRPL49
YJL097W	YJL097W-t26_1	CNAG_02487	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127323">OG5_127323</a>	0	96	PHS1
YJL098W	YJL098W-t26_1	CNAG_03399	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128556">OG5_128556</a>	1	100	SAP185
YJL101C	YJL101C-t26_1	CNAG_06300	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128698">OG5_128698</a>	0	102	GSH1
YJL102W	YJL102W-t26_1	CNAG_01639	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126692">OG5_126692</a>	1	166	MEF2
YJL104W	YJL104W-t26_1	CNAG_03098	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129619">OG5_129619</a>	0	79	PAM16
YJL105W	YJL105W-t26_1	CNAG_06591	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_169043">OG5_169043</a>	0	7	SET4
YJL106W	YJL106W-t26_1	CNAG_06193	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127559">OG5_127559</a>	0	97	IME2
YJL108C	YJL108C-t26_1	CNAG_01174,CNAG_04323	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_131769">OG5_131769</a>	0	138	PRM10
YJL109C	YJL109C-t26_1	CNAG_04370	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129117">OG5_129117</a>	0	97	UTP10
YJL111W	YJL111W-t26_1	CNAG_07346	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127782">OG5_127782</a>	0	84	CCT7
YJL112W	YJL112W-t26_1	CNAG_01867	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_137728">OG5_137728</a>	1	65	MDV1
YJL115W	YJL115W-t26_1	CNAG_00085	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127499">OG5_127499</a>	0	83	ASF1
YJL121C	YJL121C-t26_1	CNAG_00684	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127027">OG5_127027</a>	0	84	RPE1
YJL123C	YJL123C-t26_1	CNAG_06673	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_136510">OG5_136510</a>	0	62	MTC1
YJL124C	YJL124C-t26_1	CNAG_04980	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128760">OG5_128760</a>	0	84	LSM1
YJL125C	YJL125C-t26_1	CNAG_05485	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127534">OG5_127534</a>	0	83	GCD14
YJL126W	YJL126W-t26_1	CNAG_02920,CNAG_03924	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126651">OG5_126651</a>	1	167	NIT2
YJL127C	YJL127C-t26_1	CNAG_00289	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_133130">OG5_133130</a>	0	77	SPT10
YJL127C-B	YJL127C-B-t26_1	CNAG_07966	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_165266">OG5_165266</a>	0	13	N/A
YJL128C	YJL128C-t26_1	CNAG_00769,CNAG_01730	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127304">OG5_127304</a>	1	197	PBS2
YJL129C	YJL129C-t26_1	CNAG_02856	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_131516">OG5_131516</a>	1	111	TRK1
YJL130C	YJL130C-t26_1	CNAG_06112,CNAG_07373	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126835">OG5_126835</a>	1	199	URA2
YJL133W	YJL133W-t26_1	CNAG_02522	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128038">OG5_128038</a>	1	100	MRS3
YJL134W	YJL134W-t26_1	CNAG_05692	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128824">OG5_128824</a>	1	64	LCB3
YJL136C	YJL136C-t26_1	CNAG_01300	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127484">OG5_127484</a>	1	82	RPS21B
YJL138C	YJL138C-t26_1	CNAG_00785	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126984">OG5_126984</a>	1	92	TIF2
YJL140W	YJL140W-t26_1	CNAG_01444	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128606">OG5_128606</a>	0	86	RPB4
YJL141C	YJL141C-t26_1	CNAG_04197	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127901">OG5_127901</a>	0	117	YAK1
YJL143W	YJL143W-t26_1	CNAG_04287	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128266">OG5_128266</a>	0	90	TIM17
YJL145W	YJL145W-t26_1	CNAG_02104	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_134525">OG5_134525</a>	0	57	SFH5
YJL153C	YJL153C-t26_1	CNAG_01539	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128316">OG5_128316</a>	0	82	INO1
YJL154C	YJL154C-t26_1	CNAG_01837	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127886">OG5_127886</a>	0	90	VPS35
YJL155C	YJL155C-t26_1	CNAG_04221	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126873">OG5_126873</a>	0	107	FBP26
YJL166W	YJL166W-t26_1	CNAG_01799	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_137274">OG5_137274</a>	0	64	QCR8
YJL167W	YJL167W-t26_1	CNAG_02084	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127590">OG5_127590</a>	0	95	ERG20
YJL168C	YJL168C-t26_1	CNAG_03188	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128830">OG5_128830</a>	0	141	SET2
YJL172W	YJL172W-t26_1	CNAG_00308,CNAG_03420,CNAG_03960,CNAG_04141	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129451">OG5_129451</a>	1	71	CPS1
YJL176C	YJL176C-t26_1	CNAG_02134	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127525">OG5_127525</a>	1	104	SWI3
YJL177W	YJL177W-t26_1	CNAG_06447	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126900">OG5_126900</a>	1	91	RPL17B
YJL178C	YJL178C-t26_1	CNAG_04406	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_137225">OG5_137225</a>	0	59	ATG27
YJL179W	YJL179W-t26_1	CNAG_04986	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129530">OG5_129530</a>	0	60	PFD1
YJL180C	YJL180C-t26_1	CNAG_01818	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128946">OG5_128946</a>	0	82	ATP12
YJL187C	YJL187C-t26_1	CNAG_03171	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_131219">OG5_131219</a>	0	74	SWE1
YJL189W	YJL189W-t26_1	CNAG_01455	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127376">OG5_127376</a>	0	70	RPL39
YJL190C	YJL190C-t26_1	CNAG_01951	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126878">OG5_126878</a>	1	101	RPS22A
YJL191W	YJL191W-t26_1	CNAG_05904	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126681">OG5_126681</a>	1	98	RPS14B
YJL194W	YJL194W-t26_1	CNAG_02195	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126808">OG5_126808</a>	1	182	CDC6
YJL196C	YJL196C-t26_1	CNAG_03080	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127859">OG5_127859</a>	1	56	ELO1
YJL197W	YJL197W-t26_1	CNAG_07717	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127522">OG5_127522</a>	0	152	UBP12
YJL198W	YJL198W-t26_1	CNAG_02180	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127239">OG5_127239</a>	2	108	PHO90
YJL200C	YJL200C-t26_1	CNAG_01137,CNAG_03427,CNAG_07908	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126691">OG5_126691</a>	1	176	ACO2
YJL203W	YJL203W-t26_1	CNAG_00111	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128430">OG5_128430</a>	0	88	PRP21
YJL204C	YJL204C-t26_1	CNAG_04341	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_136374">OG5_136374</a>	0	66	RCY1
YJL207C	YJL207C-t26_1	CNAG_06564	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129393">OG5_129393</a>	0	83	LAA1
YJL208C	YJL208C-t26_1	CNAG_02204	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128153">OG5_128153</a>	0	127	NUC1
YJL210W	YJL210W-t26_1	CNAG_00171	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129729">OG5_129729</a>	0	78	PEX2
YJL212C	YJL212C-t26_1	CNAG_01964,CNAG_03013	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129217">OG5_129217</a>	0	192	OPT1
YJL213W	YJL213W-t26_1	CNAG_06651	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_133329">OG5_133329</a>	0	73	N/A
YJL214W	YJL214W-t26_1	CNAG_03438,CNAG_03772,CNAG_04920,CNAG_04931,CNAG_05324,CNAG_05387,CNAG_06290,CNAG_06521	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126798">OG5_126798</a>	19	634	HXT8
YJL216C	YJL216C-t26_1	CNAG_05913,CNAG_06260	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126827">OG5_126827</a>	6	108	IMA5
YJL218W	YJL218W-t26_1	CNAG_01489,CNAG_05023	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128273">OG5_128273</a>	0	151	N/A
YJL219W	YJL219W-t26_1	CNAG_03438,CNAG_03772,CNAG_04920,CNAG_04931,CNAG_05324,CNAG_05387,CNAG_06290,CNAG_06521	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126798">OG5_126798</a>	19	634	HXT9
YJL221C	YJL221C-t26_1	CNAG_05913,CNAG_06260	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126827">OG5_126827</a>	6	108	IMA4
YJL222W	YJL222W-t26_1	CNAG_02223	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128036">OG5_128036</a>	3	64	VTH2
YJR001W	YJR001W-t26_1	CNAG_03866	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128762">OG5_128762</a>	0	94	AVT1
YJR002W	YJR002W-t26_1	CNAG_07494	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127902">OG5_127902</a>	0	90	MPP10
YJR005C-A	YJR005C-A-t26_1	CNAG_01811	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128417">OG5_128417</a>	0	98	LSO1
YJR005W	YJR005W-t26_1	CNAG_03928,CNAG_05248	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127081">OG5_127081</a>	1	159	APL1
YJR006W	YJR006W-t26_1	CNAG_06725	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127874">OG5_127874</a>	0	90	POL31
YJR007W	YJR007W-t26_1	CNAG_07778	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127433">OG5_127433</a>	0	89	SUI2
YJR008W	YJR008W-t26_1	CNAG_02444	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127479">OG5_127479</a>	0	83	MHO1
YJR009C	YJR009C-t26_1	CNAG_06699	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126628">OG5_126628</a>	2	180	TDH2
YJR010C-A	YJR010C-A-t26_1	CNAG_03770	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129239">OG5_129239</a>	0	68	SPC1
YJR010W	YJR010W-t26_1	CNAG_04215	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_130587">OG5_130587</a>	0	60	MET3
YJR013W	YJR013W-t26_1	CNAG_03855	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128297">OG5_128297</a>	0	86	GPI14
YJR014W	YJR014W-t26_1	CNAG_02482	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128419">OG5_128419</a>	0	171	TMA22
YJR016C	YJR016C-t26_1	CNAG_05497	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128618">OG5_128618</a>	0	153	ILV3
YJR017C	YJR017C-t26_1	CNAG_01839	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128367">OG5_128367</a>	0	98	ESS1
YJR019C	YJR019C-t26_1	CNAG_03393,CNAG_04274	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129049">OG5_129049</a>	0	77	TES1
YJR024C	YJR024C-t26_1	CNAG_05584	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129248">OG5_129248</a>	0	80	MDE1
YJR025C	YJR025C-t26_1	CNAG_04080	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_131768">OG5_131768</a>	0	65	BNA1
YJR031C	YJR031C-t26_1	CNAG_07514	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128945">OG5_128945</a>	1	100	GEA1
YJR033C	YJR033C-t26_1	CNAG_01875	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_136392">OG5_136392</a>	0	62	RAV1
YJR034W	YJR034W-t26_1	CNAG_05287	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_130787">OG5_130787</a>	0	71	PET191
YJR040W	YJR040W-t26_1	CNAG_02702,CNAG_07647	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126837">OG5_126837</a>	0	190	GEF1
YJR044C	YJR044C-t26_1	CNAG_04379	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128756">OG5_128756</a>	0	61	VPS55
YJR045C	YJR045C-t26_1	CNAG_05199	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126744">OG5_126744</a>	2	101	SSC1
YJR047C	YJR047C-t26_1	CNAG_01428	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126922">OG5_126922</a>	1	101	ANB1
YJR048W	YJR048W-t26_1	CNAG_00716	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127365">OG5_127365</a>	1	85	CYC1
YJR049C	YJR049C-t26_1	CNAG_04314,CNAG_04316	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127041">OG5_127041</a>	1	115	UTR1
YJR050W	YJR050W-t26_1	CNAG_01271	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128335">OG5_128335</a>	0	73	ISY1
YJR051W	YJR051W-t26_1	CNAG_07862	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128620">OG5_128620</a>	1	117	OSM1
YJR052W	YJR052W-t26_1	CNAG_05198	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_133501">OG5_133501</a>	0	63	RAD7
YJR054W	YJR054W-t26_1	CNAG_04867	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_136115">OG5_136115</a>	0	65	KCH1
YJR057W	YJR057W-t26_1	CNAG_02847	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126920">OG5_126920</a>	0	86	CDC8
YJR058C	YJR058C-t26_1	CNAG_06417	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128581">OG5_128581</a>	0	84	APS2
YJR062C	YJR062C-t26_1	CNAG_02006	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_135292">OG5_135292</a>	0	107	NTA1
YJR063W	YJR063W-t26_1	CNAG_01810	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128752">OG5_128752</a>	0	77	RPA12
YJR064W	YJR064W-t26_1	CNAG_00058	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127343">OG5_127343</a>	0	88	CCT5
YJR065C	YJR065C-t26_1	CNAG_01402	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128269">OG5_128269</a>	0	95	ARP3
YJR066W	YJR066W-t26_1	CNAG_06642	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127212">OG5_127212</a>	1	150	TOR1
YJR068W	YJR068W-t26_1	CNAG_05409	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128040">OG5_128040</a>	0	82	RFC2
YJR069C	YJR069C-t26_1	CNAG_00316	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126970">OG5_126970</a>	0	104	HAM1
YJR070C	YJR070C-t26_1	CNAG_05085	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128124">OG5_128124</a>	0	87	LIA1
YJR072C	YJR072C-t26_1	CNAG_01363	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127563">OG5_127563</a>	0	83	NPA3
YJR073C	YJR073C-t26_1	CNAG_06839	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_131276">OG5_131276</a>	0	60	OPI3
YJR074W	YJR074W-t26_1	CNAG_03104	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129574">OG5_129574</a>	0	80	MOG1
YJR075W	YJR075W-t26_1	CNAG_00744,CNAG_05836	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_132365">OG5_132365</a>	1	67	HOC1
YJR076C	YJR076C-t26_1	CNAG_02196	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_132353">OG5_132353</a>	1	101	CDC11
YJR077C	YJR077C-t26_1	CNAG_03824,CNAG_06377	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127220">OG5_127220</a>	1	189	MIR1
YJR078W	YJR078W-t26_1	CNAG_02868	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_130288">OG5_130288</a>	0	91	BNA2
YJR082C	YJR082C-t26_1	CNAG_06451	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129251">OG5_129251</a>	0	71	EAF6
YJR084W	YJR084W-t26_1	CNAG_04627	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128308">OG5_128308</a>	0	89	N/A
